geneNames	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1337314	GSM1337315	GSM1337316	GSM1337317	GSM1337318	GSM1337319	GSM1337320	GSM1337321	GSM1337322	GSM1337323	GSM1337324	GSM1337325	GSM1337326
A1CF	190.5	235.2	275.1	233.6	266.3	137.1	159	152.9	114.7	201.7	225.4	244.8	282.2	178.1	169	98.7	133.5	195.6	120.4	226.7	205.4	197.2	227.2
A2M	9714.1	9137	10259.8	3835.9	3718.8	6682	11731.5	9162.2	8088.5	9098.6	6826	7329.5	8330.7	7587	8703.7	7509.7	6676.6	7730.7	7684	8211.8	8268.8	8152.4	5768.8
A4GALT	148.5	337.7	118.5	83.9	90.5	356.6	478.3	353.1	446.4	261.4	297.6	273.9	162.6	206.9	271.7	317.6	198	224.5	217.4	193.1	209	214.4	285.2
A4GNT	286.8	191.1	166.5	153.8	123.7	100.7	157	132.2	172.2	213.7	216.5	100.4	146.1	118	189.4	98.4	102	96.7	77.8	159.1	220.5	186.5	180.4
AAAS	138.1	169.2	275	55.1	145.4	275.6	396.5	329	294.2	328.6	97.6	117.8	234.9	173.7	234.9	207.9	145.5	148.4	283.9	363	297.4	272.4	260.4
AACS	393.8	470.1	518.5	536.2	614.4	913.4	298.5	448.5	431.5	392.6	614.1	358.5	367.3	449.9	353.3	348.4	242.7	342	317.7	415.2	419.8	390.8	423.1
AADAC	7.6	25.1	17.1	23.8	21.8	31.7	5.1	14	22.6	21.7	18.9	27.2	18.9	18.1	39	18.1	8.8	13.5	11.5	9.3	21.7	15	19.2
AAGAB	192.5	234.15	162.45	208.9	241.75	221.7	189.15	199.1	201.05	182.75	212.55	243.15	257.9	290.05	165.9	178.45	219.3	212.1	192.85	261.6	174.1	168.05	181.6
AAK1	204.06	190	149.74	165.46	167.48	115.06	133.12	213.7	180.02	197.32	165.66	130.06	170.34	180.08	130.26	130.82	162.76	137.14	212.64	223.56	171.4	157.84	148.9
AAMDC	187.333333333333	312.433333333333	417.366666666667	159.366666666667	173.9	369.333333333333	283.8	392	305.166666666667	306.266666666667	230.8	272.2	207.133333333333	199.8	270.466666666667	266.2	240.7	284.666666666667	257.066666666667	250.3	262.066666666667	200.633333333333	241.266666666667
AAMP	496.6	476.9	492.8	674.7	608.3	887.9	558	660.9	584.3	674.2	468.6	420.7	466.9	465.7	444.5	469.4	411.9	363.8	406.8	543.1	406.5	429.6	533.6
AANAT	2.9	3.2	5.7	10.3	6.5	4.7	5	8.3	3.5	6.9	6.9	6.5	13.6	7	3.1	9.4	3.6	6.4	5	7.2	5.4	9.2	7
AAR2	632.9	638	599.2	645.5	675.5	593.1	699.3	627.9	714.8	534.6	673.7	580.5	659.8	607.2	677.2	622.9	541.1	503.1	463.1	737.4	620	520.3	583.1
AARS	1449.1	2133.7	1575.9	1357.1	1695.6	2557	1968.2	2377.7	2059.9	2115.1	2072.8	1834.5	1869.2	1411.2	1544.8	2047.8	1862.1	2028.5	2165.6	2328.9	1705.2	1814.3	2056.9
AASDHPPT	581.35	486.4	640	913.05	960.25	568.05	342.9	333.95	330.3	421.25	420.3	699.3	591.75	629.15	617.1	553.2	464.35	577.8	600.2	530.95	659.95	718.1	445.4
AASS	138.25	100.45	251.3	96.25	180	137.9	27.5	103.5	95.6	101.85	69.65	47.75	36.9	53.05	48.35	100.15	39.15	90.1	127.4	67.75	90	61.95	50.5
AATF	537.6	580.5	605	1592.3	782.7	736.3	530.7	579.9	601.9	491.8	688.2	731.2	705.9	658.4	748.8	519.9	823.5	549.8	399.9	748.3	558.4	575.6	358.6
AATK	473.3	170.2	345.2	659.9	245.2	150.5	294	251.1	270.5	254.3	217.3	272.7	319.1	213.8	277.3	210.4	117.6	183.6	139	280.4	152.5	214.1	240.9
ABAT	111.366666666667	195.1	150.533333333333	68.9	66.5666666666667	135.133333333333	97.5666666666667	155.866666666667	150.733333333333	87.8	143.966666666667	99.5333333333333	131.933333333333	149.933333333333	61.9333333333333	112.966666666667	103.766666666667	136.4	103.733333333333	110.3	101.466666666667	112.2	75.4666666666667
ABCA1	795.6	1186.73333333333	1485.23333333333	1323.3	1198.43333333333	816.933333333333	805.233333333333	1089.5	1076.53333333333	730.133333333333	562.333333333333	1651.7	854.666666666667	850.066666666667	839.866666666667	764.766666666667	1114.86666666667	816.766666666667	1374.03333333333	688.866666666667	790.666666666667	1451.23333333333	1053.36666666667
ABCA11P	71.6	97.5	140	118.9	93.9	40.9	91.8	92	17.4	59.3	16.7	91.2	108.3	67	122	82	85.9	70.5	83	101	96.9	54.3	46.8
ABCA12	3.8	14.4	15.4	20.6	32.1	18.9	3.8	1.3	49.7	45.7	5.8	24.4	30.1	17.9	23.8	36.8	34	27	16.3	50.7	16.5	32.3	44.9
ABCA2	164.366666666667	153.366666666667	104.633333333333	147.4	120.233333333333	95.7666666666667	228.833333333333	237.033333333333	254.766666666667	171.666666666667	139.666666666667	129.6	158.2	95.5666666666667	154.433333333333	137.633333333333	124.866666666667	159.966666666667	151.233333333333	165.066666666667	185.033333333333	121.566666666667	190.366666666667
ABCA3	93.6	166.9	154.4	142.7	134.4	152.9	334.9	288	191.9	209	63.3	232.5	113.5	137.8	345.4	93.8	142.6	116.3	72.1	36.6	189.2	100.7	114.7
ABCA4	26	47.1	24.3	85.7	118.9	25	24	34.6	40.4	23.3	30.2	21.5	26.9	10.3	11.8	34.2	7.5	20.5	13.8	24.3	20	8.5	68.8
ABCA5	353.5	332.2	572.3	135.1	269.7	739.5	208	468.6	507.7	433.8	182	251.5	262.4	406.1	373.8	195.3	274.3	267.9	461.1	328.9	433.7	494.6	237
ABCA6	189	421.6	560.8	59.5	126.2	299.6	89.5	210.9	236	292.3	184.3	276.8	211.6	192.7	428.6	331.2	217.2	470.9	284.2	153	242.5	544.2	330.7
ABCA7	165.5	178.7	162.6	283.1	165.4	126.8	145.2	231.5	350.2	229.7	202.4	132.2	218.7	260.9	150.2	244.1	248.6	219.3	195.1	337.9	161.5	199.4	157
ABCA8	629.5	839.3	2730.3	412	1324.8	1623.6	556.7	1071.4	1197.7	801.1	1093.7	1220.7	359.6	237.4	2219.2	83.3	333.9	147.3	310	627	251.8	661.6	52.7
ABCB1	173	168.9	167.7	87	94	83	143.5	178.5	117.4	217.4	170.5	235.1	213.2	162.5	223.7	137.9	182.3	131.6	157.7	295.8	216.1	100.2	77.8
ABCB11	27.85	55.2	29.15	36.35	32.7	31.6	12.45	41.95	20.8	20.3	48.2	35.8	32.4	28.2	10.05	13.2	16.45	12.75	18.1	52.45	10.35	9.45	49.7
ABCB4	145.9	91	34.2	50.6	5.4	54.5	144.8	88.4	64.7	26.8	26.3	58.4	62.9	44.8	87.6	73.7	87.1	79.8	39.9	96.6	135.5	52.6	59
ABCB6	227.5	133.85	208.75	22.05	139.05	154.95	117.85	128.6	154.15	186.85	261.85	173.6	184.35	173.3	153.6	190.2	116.55	95.75	138.45	240.4	208.85	148.15	222.5
ABCB7	294.7	374.5	336.7	255.6	226.9	528.6	393.6	362.6	394.7	347.1	337	399.3	281.5	333.5	363.3	315.3	501.7	428.8	458.1	313.2	427.8	272.4	333.1
ABCB8	44.5	13.6	15.8	26.5	13.5	19	101.6	35.6	40.9	127	29.7	25	4.8	10.6	8.9	52.8	9.9	35.1	22.7	65	52.3	38	67.3
ABCB9	50.15	34.7	63.9	22.85	25	38.1	60.35	64.2	92.5	38.1	65.45	51.05	41.85	31.4	38.6	37.75	53	23.6	59.15	39.45	15.95	38	94.55
ABCC1	712.3	547.5	389.5	753	773.15	429	715.8	534.85	509.15	482.2	674.8	593.15	495.45	593.7	413.1	460.4	513.5	585.05	622.15	591.95	719.95	626.25	773
ABCC10	503.45	428.8	375.9	288.25	320.05	197.4	459.35	398.7	433.55	332.3	575.6	394.6	522.05	553.55	321.35	344.95	325.7	399.55	551.25	540.45	584.95	487.5	413.25
ABCC2	7.5	20.1	23	7.2	101.1	255.8	91.4	62	13.2	15.9	240.3	84.5	5.3	7.3	68.9	59.5	21	21	37.2	60.2	23.3	40.6	78.7
ABCC3	151.75	492.4	277.65	272.2	90.1	250.75	616.9	1004.55	1334.7	847.35	159.15	121.55	329.6	418.6	129.8	221.65	484.55	272.25	838.4	273.5	505.3	499.85	583.75
ABCC4	257.8	181.3	161.7	252.3	170.1	99.4	147.6	82.1	77.5	153.9	212.2	245.3	339.2	372.1	122.2	363.2	145.7	318.7	394.1	265.6	274	355.3	286.4
ABCC5	842.8	785.8	716.3	393.6	417.8	635.3	562.7	1060.3	1028.1	1121	452.5	711.1	654.2	568.9	582.9	478.4	337.4	490.4	858.8	776.5	1029.7	586.1	625.9
ABCC8	10.5	8.65	6.6	15.1	12.8	14.6	7.7	13.9	15.3	10.15	9.2	14.8	11.2	5.15	8.5	9.25	4.9	5.1	10.3	8.15	13.35	8.3	16.8
ABCC9	120.7	59.8	124.333333333333	74.5666666666667	82.6666666666667	66.4	112	89.0666666666667	73.9333333333333	77.4	122.8	93.8666666666667	105.9	48.4333333333333	87.8	71.4333333333333	42.2666666666667	77.1666666666667	61.6666666666667	92.3	94.7666666666667	72.9333333333333	97.6
ABCD1	311.4	424.8	318.1	373.9	309.6	346.6	520.8	463.6	476.3	316.5	526	418.9	297.5	368	312.1	407.9	349	202.1	271.2	269	236.2	409.3	394.1
ABCD2	13.5	40.2	73.4	9.4	27.6	75.4	11.5	13.1	15.7	9.4	64.3	23.9	50.1	52.7	49.5	50.3	62.7	42.4	37.6	54.3	42.2	52.8	30.9
ABCD3	754.8	522.6	682.2	461.1	709.3	471.6	442.7	583.1	577	430.7	379	630.1	715.7	812	619.6	578	445	391.9	765.9	468.8	800.4	568.2	390.7
ABCD4	256.75	279.4	228.7	151.75	156.65	123.7	149.75	191.3	201.2	270.8	239.3	183.35	185.4	190.8	167.4	190.35	145.85	172.8	213.25	218.35	236.6	174.05	158.25
ABCE1	919.1	495.75	766.4	1618.05	1507.5	795.3	495.85	388.9	424.1	525.3	560.7	607	680.95	642	614.25	551.95	586.65	552.35	588.15	529.15	556.45	727.05	452.45
ABCF1	1373.6	1394.6	1034.8	2457.9	1709.4	1792.3	1105	1197.9	1316.7	1467.3	2057.1	1658.9	1889.8	1787.7	1389.4	1545.8	1616.6	1682.8	1116.2	1285.9	1243	1421	1512.8
ABCF2	266.7	155.66	203.42	726.38	538.52	348.52	186.68	221.78	214.84	196.04	235.12	228.14	248.38	214.64	226.48	203.78	205.14	219.3	167.18	236.4	190	197.9	224.42
ABCF3	383.8	473.7	331.5	463.9	433.7	556.6	398.3	462.6	631.6	329	580.3	368.5	513.9	364.2	270	477.6	293.7	378.8	293.5	453.6	424.5	478.2	462.4
ABCG1	292.35	385	300.6	477.35	263.15	192.05	355.1	454.6	385.15	214.95	393.3	908.35	452.05	447.55	333.55	522.35	556.15	606.1	417.9	324.4	379.05	488.85	586.45
ABCG2	209.6	314	262.8	90.4	111	206.2	154.4	204.7	186.6	463.6	180.9	278.5	208.3	284.8	342.8	126.7	164.3	165.1	211.7	188.8	169	89.9	82.5
ABCG4	104.6	127.2	124.6	141.7	136.5	36.1	121.2	180.6	128.3	134.8	161.5	100.4	105.9	108.9	53.4	134.6	119.8	83.9	82.5	132.5	115.5	95.1	156.4
ABCG5	5.2	17.9	9.7	4.4	37.9	14.2	4.1	3.7	5.8	9	19.5	4.1	7.3	8.3	11.2	34.4	5.5	3.1	2.8	6.5	3.6	4	5
ABHD10	777.3	1172.5	1209.6	519	520.4	1140	1082.2	1125.7	1197.3	970.3	1885.9	1411.3	1476.7	1721.3	1351	1077.9	1373.6	1112.9	1162.2	1130.6	1008.3	1054.9	867
ABHD11	406.2	503	423.3	311	374.6	260.4	437.2	577.3	415.1	302.3	648.6	322.2	362.6	335.9	314.2	314.1	477.1	362.7	388.5	382.3	277.3	411.4	462.2
ABHD17A	1792.1	1551.1	1471.6	990.1	1153.8	1476.9	1773.4	1411.9	1410.1	1441.2	1288.7	1447.6	1644.5	1446.4	1407.3	1326.9	1609.4	1680.6	1362.1	1409.4	1317.3	1259.7	1050.3
ABHD17B	233.1	148.6	171	218.9	210.5	167	128.5	110.3	170.7	178.7	165.6	158.4	155	92.8	211.7	248	170.7	274.9	108.7	188.1	196.7	176.6	192.4
ABHD2	328.85	328.275	223.35	353	209.65	328.375	790.925	380.675	372.275	399.275	362.35	490.175	348.3	369.375	518.925	438.125	147.025	355.125	360.325	215.375	359	255.725	661.4
ABHD3	286.3	424.5	519.9	472.6	341	169.6	145.8	250.6	174.9	233.3	296.1	485.8	530.7	485.9	220.7	178.6	256.4	273.9	429	549.8	499.7	517.9	206.9
ABHD4	787.5	589.8	772.5	404.9	629.3	1024.1	981.1	694.6	530.7	1139.6	817.2	1033.4	964.7	676.6	871.2	814.5	489.8	514	461.7	736.4	871.3	600.7	822.8
ABHD5	162.866666666667	111.766666666667	563.8	274.666666666667	345.866666666667	198.533333333333	61.8333333333333	88.9666666666667	109.766666666667	143.766666666667	152.6	113.4	189.5	123.133333333333	132	119.266666666667	124.166666666667	119.533333333333	118.9	202.666666666667	135.1	171.133333333333	112
ABHD6	156.325	278.25	213.4	155.075	164.5	296.975	324.65	435.875	375.1	318.025	207.25	249.825	136.2	200.05	272.2	179.075	225.925	189.65	205.725	168.725	206.6	219.85	155.225
ABHD8	18.2	105	12.4	10.5	18	69	103.4	90	63.9	55.7	68.9	33.5	50.6	62	73	27.7	56.6	82.8	24.5	83.7	51.9	86.8	50.3
ABI1	681.15	600.55	675.85	856.9	759.1	538.55	511.75	482.1	511.15	467.15	573.6	867.25	723.2	822.75	654	757.7	667.5	788.2	897.05	709.85	1001.35	993.05	788.4
ABI2	329.925	261.675	213.025	215.25	219.35	197.25	250.925	192.55	212.825	256.4	215.275	170.825	246.425	123.575	140.225	173.825	99.95	130.35	147.1	199.5	246.925	191.825	196.925
ABI3BP	188.4	201.3	137	675.2	453.6	166.6	53.6	326.3	460.8	380.6	72.2	125.4	300.7	132.9	67.9	47.4	48.9	67.8	471.7	244	201.3	289.5	197.8
ABL1	2852.4	1720.8	1488.8	1315.2	1660.1	1743	2143.3	1706	1897	2820	1654.3	1426.5	1819.2	1273.2	1776.4	1874.3	1197.5	1588.6	1131.9	1453.2	1664.5	1482	1570.3
ABL2	215.8	208.4	189	303.7	281	207	117.3	119.8	124.1	266.8	229	217.7	168.4	156.8	125	134.7	100	134.8	136.2	195.7	213.7	130.6	253
ABLIM1	1199.55	2119.75	2148.1	501.9	1274.1	2639.45	1555.5	1899.2	1403.35	1083.55	1264.85	2350.75	566.9	688.3	4656.95	1067.3	1574	1045.7	987.3	943.25	1519.1	829.35	555.7
ABLIM3	668.6	315.2	793.1	85.1	258.4	383.4	450.5	325.1	224.9	374.4	237	348.4	312	177.8	506.1	310.8	256.3	230.4	334.5	298.9	307.4	314.6	277.2
ABO	12	14.8	37	44.75	68.65	19.05	44.6	16.5	47	72.05	25.75	48	47.9	46.7	41.35	51.05	40	12.2	62.9	31.75	73.65	27.4	43.15
ABR	890.05	1291.45	769.05	707.45	607.05	664.8	1303.45	1219.9	1149.5	873.75	779.7	1076.55	1065.2	1387.65	1063.6	820.7	693.05	785.9	869.2	602.3	1328.9	598.1	1241.15
ABT1	411	402.3	262.2	607.2	379.5	503.1	439.3	415.4	338.9	447.2	392.7	360.9	406.2	489.7	467.4	526.8	748.3	543.9	497.5	472.5	284.8	410.2	426.3
ABTB2	154.6	353.1	153.8	266.9	246.6	395.9	166.5	150.1	256.3	277	247.4	276.9	114	115.4	242.9	131.4	111.6	106.9	46.2	116.3	144.5	122.7	72
AC003989.4	24.3	85.7	157.1	49.2	37.5	62.4	48.1	61	111.3	21.6	18.9	20.8	35.6	53	47.5	39.2	22.6	12.8	30	21	17.3	49.3	15.7
AC004692.5	368.6	334.1	462.4	320	361.6	186	117.7	103.5	143.2	48.1	117.5	189	302.8	146.2	81.1	176.8	168.5	142.6	156.2	276.9	208.9	129.6	85.3
AC004941.5	102.9	58.3	74.7	160.9	115.8	21.5	132.8	76.2	24.5	107.7	20.2	21.2	56.7	113.6	101.1	29.7	18.9	74.7	79.6	13.4	82.5	70.2	31.9
AC005838.2	18.8	12.5	14.3	36.1	44	41.4	63.4	15.7	7.4	52.4	32.2	12.7	40.3	41.5	14.7	56.2	33.4	6.3	5.3	12.3	53.3	16.9	86.4
AC007292.3	58.4	18.9	34.8	79.1	40.2	15.4	59.9	112.6	63.4	39	35.2	8.9	13.8	61.3	32.6	3.1	44.5	70.4	33.8	13.7	49	83.9	33.6
AC007389.3	98.5	228.6	211.9	65	320	144.7	67.8	41.3	32.1	88.8	223.5	167.5	174.8	38.1	38.2	98.6	24.3	89.4	120.4	180.4	159.4	131.3	201.6
AC012065.7	60.9	19.1	56	38.9	46.2	83	82.4	52.7	38.9	70	44.6	74.4	79.8	50	99.9	42.7	244.1	85.2	20.7	98.6	50.5	51.1	71.1
AC068039.4	160.7	169.7	125.5	157.5	186.8	97.8	71.1	168.1	150.4	125.5	84.9	82.4	49	69.6	89.5	73.2	81.1	57.2	82.9	140.9	127.7	61.6	140.3
AC074212.6	11.2	13.4	9.4	18.8	9.9	11.7	8.7	31.2	24.6	15.9	9.4	10.1	7.7	10.7	10.5	14.1	14.9	7.5	9.7	10.3	8	19.9	23.1
AC084219.3	5.2	41.3	4.4	3.9	28.1	4.3	7.2	27.5	4.6	38.7	9.3	4.8	8	10.8	1.6	8.3	4	6.9	3	3.4	7.5	38.1	41.3
ACAA1	551.45	587.05	466.8	468.1	386.7	402	694.6	361.7	565.45	556.8	495.55	359.5	543.6	494.3	438.85	493.4	580.35	477.85	599.05	529.85	406.75	499.55	580.6
ACAA2	350.9	398.55	691.25	133.1	455.95	435.1	529.55	360.2	525.4	526.6	397.85	284.5	338.4	301.5	685.1	579.25	637.55	455.65	489.35	440.95	439	452.9	420.75
ACACA	71.75	164.55	389.6	469.65	317.7	216.55	213.4	213.65	247.65	164.6	220.7	285.55	142.15	200.85	283.9	50	120	165.55	64.5	118.25	208.5	59.7	178.85
ACACB	267.6	387.7	4533.3	93.6	868.45	1109.125	247.025	396.4	383.725	248.075	273.7	163.9	122.075	134.1	621.975	108.975	119.775	109.1	202.1	265.65	191.15	373.35	151.125
ACAD10	313.8	284.9	187.1	228.9	181.4	262	499.2	446.6	271.4	423.5	264.1	189.1	206.2	209.1	173.4	235.5	222.5	300.9	356.8	323.3	221.6	226	350.5
ACAD8	418.2	454.3	503.4	321.1	313.6	275.3	263	392.9	345.7	290.7	326.2	342	354.3	232.6	368.3	345	411.9	404.1	653.5	482.1	564.6	477.2	312.1
ACADL	16.5	8.25	230.4	38.2	83.35	136.55	21	29.3	23.55	28.25	76	25.25	42.4	19.05	183	7.65	4.4	17.15	6.35	40.2	7.95	48.8	20.4
ACADM	877.8	332.9	1760.2	406	671.6	494.6	272.1	296.9	349.8	487.8	492.6	643	543.9	526.3	537.5	408.8	486.9	376.4	532.3	699.7	726.1	807.8	248.4
ACADS	439.3	336.5	474.1	197.2	201.8	635.8	584.9	371.5	276.6	377.3	381.9	169.7	210.4	307.7	362.6	408.8	325.6	221.1	303.3	355.5	239.3	327.8	348.9
ACADSB	9.2	31	29.8	34	35.8	67.2	24.8	42.6	41.7	40.9	4.1	16.5	8.9	15.5	39.1	45.7	50.6	36.7	32.3	32.2	29.8	36.4	16.3
ACADVL	1765.2	2154.3	3053.5	1994.4	2274.3	3136.4	2373	3343.5	3470.1	3855.4	1990.1	1459.8	1715.5	1988.4	3306.5	1259.5	2306.7	2060.1	3138.3	2545.6	2559.3	2157.2	1633.6
ACAN	193.866666666667	154.6	100.8	162.566666666667	173.1	115.333333333333	460.266666666667	97.4	203.866666666667	184.466666666667	191.3	160.566666666667	271.966666666667	206.6	206.5	217.233333333333	110.966666666667	178.933333333333	168.733333333333	196.566666666667	334.733333333333	193.166666666667	321.233333333333
ACAP1	98.3	16.65	34.05	83.85	70.35	53.95	32.1	53.35	63.9	80.95	153.8	19.2	182.5	226.4	35.95	197.3	559.95	328.4	224.7	308.45	62.1	142.15	231.85
ACAP2	368.85	417.4	508.5	318.9	306.4	280.8	255.3	184.35	214.5	195.95	323.4	379.3	461.3	432.4	251.3	309.85	220.4	225.5	398.9	282.25	443.35	375.8	293.95
ACAT1	1619.3	2170.7	3573.9	914.9	1606.4	2451	2086.1	1847.7	1644.4	2383.4	2376.4	2841.8	1437.4	1844.8	3249.8	1836	1777.5	1900.8	1975	1940.2	2222.8	2395.2	1574.2
ACAT2	259.8	317.4	228.6	157.4	256.3	407.8	212.2	244.5	328.1	316.4	219.8	279.2	304.2	262.7	285.3	229.3	401.2	301	214.7	350.9	296.3	294.6	265
ACBD3	914.3	1158.25	970.8	810.9	1011.45	1044.55	703.1	749.2	828.7	707.5	638.5	875.85	704.3	773.45	601.35	543	664.9	524.2	791.2	501.85	813.7	617.4	779.7
ACBD4	187.9	171.2	289.1	51.7	203.6	428.8	444.5	459.7	301.8	302.5	124.8	207.4	164.3	228.9	300.9	273.1	380.8	196	419.7	397.8	329.2	387.3	229.2
ACD	367.1	354.5	289	91.7	143.3	311.9	142.9	348.2	412.5	265.7	151.6	284.8	166.3	205.1	398.2	305.7	419.5	282.7	282.9	329.6	316.5	227.1	248.5
ACE	62.5	61	19.2	79.4	40.1	64.6	232.5	111.2	122.7	111.6	106.3	38.2	23.8	16.9	48.1	78.6	56.1	69.1	64	75.2	40	97.2	239.8
ACE2	24.6	21.15	188.1	34.35	64.25	46.9	11	24.55	18.9	26.1	31.4	18.35	72	37.35	32.15	42.2	40.4	39.25	42.95	45.8	50.3	31.05	46.8
ACHE	14.0666666666667	33.3	27	21.6	16	26.7666666666667	36.5666666666667	58.6666666666667	23.2	36.4666666666667	100.8	28.7666666666667	23.0333333333333	42.7666666666667	40.3	51.6666666666667	39.6	56.4666666666667	23.6	39.8	34.9333333333333	47.1666666666667	56.6666666666667
ACIN1	526.1	307.3	347.1	480.1	490.6	413.3	430.9	779.9	635.3	699.2	224.9	287.9	262.4	286.9	416.2	231.4	404.1	280.2	526.9	564.2	514.3	412.3	533.8
ACKR1	6088.6	3322.3	3928.9	2315.8	4210.5	3750.3	2482	2838.1	2258.5	2843.2	1531.8	1696.5	2421.8	1389.5	5002.5	2464.3	2733.2	2720.6	3644.8	3424.1	2018.4	1910.7	883.1
ACKR2	97	113.1	72.3	90.2	172.1	90.3	104.4	64.7	67.9	132.8	104.8	60.3	101.2	94.6	87	42.7	19.3	35.1	42.1	67.6	18.4	78.8	27.8
ACKR3	1310.7	3386.2	3898.5	2981.9	5404.8	1656.3	1741.2	1594	1619.5	2879.3	3862.3	4099.4	1121.5	3584.1	3009.1	2449.2	741	927.8	1136.9	1376	2684.8	2919.5	1689.1
ACKR4	27.1	40.5	216.7	4.9	30.8	53.9	37.6	32.6	42	51.6	69.8	92.2	9	45.6	56.2	73.2	20.9	32.9	56.1	5.9	20.4	9.7	2.9
ACLY	1222.53333333333	724.833333333333	867.266666666667	1404.2	1465.9	1558.2	1450.76666666667	1033.33333333333	958.066666666667	1297.36666666667	942.566666666667	1117.13333333333	1109.06666666667	1347.66666666667	1179	1331.83333333333	1327.1	1407.46666666667	1168.56666666667	1286.23333333333	1394.73333333333	1091.13333333333	1365.86666666667
ACN9	81.8	62.8	96.2	114.2	110.6	56	41.7	60.4	35.6	51.5	87.8	72.1	82.8	113.1	40.7	59.7	47.6	32.5	77.2	70.8	91	77.4	50.5
ACO1	1393.6	1691.1	2897.1	1189.2	1710.8	1240.2	848.4	1002.4	1006.1	1032	1491.1	851.8	1386.1	1802.2	1213.2	833.6	1108.6	1186.3	969.3	1130.6	689.4	1574.3	1646.1
ACO2	267.95	286.05	595.3	182.55	313.85	527.25	508.05	499.4	527.9	551.6	545.8	459.45	298.05	405.3	710.65	560.75	812.65	769.1	626.15	687.9	593.75	767.85	527.25
ACOT11	112.95	123.75	75.6	121.15	80.2	68.15	91.8	118.65	140.45	132.75	68.85	72.45	72.55	65.7	90.65	67.05	33.5	71.65	71.7	103.4	128.25	66.8	123.95
ACOT13	530.1	493.8	739.9	349.8	629.6	643.7	1002.8	800	670.7	823.9	811.8	708.5	632.9	645.2	801.4	726.2	875.8	714.2	686.4	915.3	665.1	1025.2	738.2
ACOT7	222.75	246.25	172.3	253.25	186.55	217.2	526.8	422.35	425.4	421.4	514.5	272.35	327.55	729.3	288.75	469.35	421.35	411.6	255.75	376.1	487.4	506.8	646.2
ACOT8	276.8	241.1	221.4	198.2	181.9	363.5	285.9	329	216.7	328.5	328.2	248.4	379.8	229	142.2	303.1	247.6	257.1	201.1	370.4	208.4	235.2	291.4
ACOT9	672	1282.2	768.2	830	667.7	567.4	786.9	775.2	923.7	1170.4	838.8	864.6	662.3	1070.5	782.5	911.9	982.3	855	945.1	656.4	1052.2	1123	921.1
ACOX1	89.325	60.725	112.95	108.275	140.175	102.825	83.2	72.8	80.325	108.95	67.1	94.625	116.9	89.3	90.6	89.425	67.15	89.3	134.1	95.3	89.2	89.35	118.8
ACOX2	264.9	221.9	331.1	95.9	169.5	345.7	319.7	533.4	650.8	367.7	243.3	300	169.3	295.6	335.9	259.1	197.1	303.1	346.8	343.1	368	252.4	267.4
ACOX3	140.65	138.8	187.55	182.55	196.3	178.55	148.75	140.9	123.35	128.35	260.35	143.55	203.55	207.7	166.4	124.9	148.05	130.4	142.3	137.05	185.95	133.05	140.1
ACOXL	7.1	1	1.6	7.7	1.9	9.5	2.6	40.7	4.3	3.3	31.7	3.4	3.5	6.1	25	9.5	7.5	2.8	9.7	4.3	1.4	3.4	4.9
ACP1	655.766666666667	752.666666666667	816.6	796.066666666667	887.9	630.5	593.233333333333	621.6	660.833333333333	604.7	672.033333333333	687.566666666667	607.666666666667	598.7	670.733333333333	714.033333333333	1018.06666666667	798.1	592.966666666667	773.9	735.6	681.5	597.4
ACP2	664.1	1774	942.4	738.8	717	613.5	1516.4	1136.1	1214.4	918.1	2151.5	1163.8	1262.5	1773.1	867.2	1299.7	1380.6	1427.1	1487.3	1286.3	887.3	1582.9	1535.8
ACP5	2168.3	2126.9	672.3	506.5	366.1	1135.4	3034.2	2539	2262.3	2436.9	917.5	1597.4	900.9	1321.4	1294	1574	1788.3	1657.2	1641.7	2158.9	1029.7	2459.6	1784.8
ACP6	396.9	419.8	534.2	286.4	166.8	448.2	181.5	373.4	298.7	398.3	456.2	411.1	309.3	337.6	457.9	298.1	265.1	314.1	224.1	372.7	311.2	306.8	232.9
ACPP	89	98.8	63.4	160.3	82.7	26	48.2	111	118.6	95.5	182.5	70.4	80.1	59.5	16.2	97.9	33.9	108.9	65.9	86.4	78.6	131.2	120.1
ACR	41.3	93.6	92.8	45.8	31.8	53.5	43.9	100.5	144.9	77	30.1	101.1	37.7	49.2	36	37	21.6	26.5	29.7	48.4	114.7	23.8	60.3
ACRV1	129.85	142.7	125.35	168.55	193.05	93.0666666666667	70.4166666666667	88.4	98.8833333333333	121.333333333333	154.516666666667	114.266666666667	146.116666666667	88.9	73.4	119.1	95.8	87.6166666666667	103.366666666667	182.033333333333	110.9	107.8	122.033333333333
ACSBG1	38.4	22.4	35.05	19.65	58	24	21.3	47.35	50.2	65.25	53.95	45.55	28.4	52.05	41.7	31.35	72.05	33.7	62.65	71.75	46.1	48.75	36.25
ACSBG2	177.5	51.2	118.2	116	121.5	22.9	46	109	47.5	80.8	116.7	124.7	75.8	60.1	69.4	95.8	34.6	73.6	72	93.9	123	53.2	96.2
ACSF2	240.8	173.6	366.4	104.5	122.8	236	194.2	331.3	261.9	263.2	231.7	144.1	264.8	242.8	192.8	166.2	185.9	155.3	145.2	117.6	219.5	228.9	196.9
