geneNames	GSM1337304	GSM1337305	GSM1337306	GSM1337307	GSM1337308	GSM1337309	GSM1337310	GSM1337311	GSM1337312	GSM1337313	GSM1337314	GSM1337315	GSM1337316	GSM1337317	GSM1337318	GSM1337319	GSM1337320	GSM1337321	GSM1337322	GSM1337323	GSM1337324	GSM1337325	GSM1337326
AK2	495.15	519.35	613.783333333333	834.25	789.016666666667	563.25	409.433333333333	410.783333333333	411.483333333333	485.116666666667	716.866666666667	533.883333333333	545.966666666667	583.066666666667	668.683333333333	547.95	584.2	564.483333333333	567.833333333333	607.683333333333	504.866666666667	574.05	605.733333333333
AK5	133.6	176.5	78	61.9	117.8	104.6	61.3	23.5	42.3	15.7	108.4	111.3	122.7	59.5	132.6	62.3	77.6	30.5	27.4	103.5	79.3	107.1	6
AK6	744.6	472.8	629.7	1096.9	915.1	633	425.8	397	452.3	500.4	378.3	480.1	478.1	482.8	438.4	383.2	485.4	463.9	542.8	509.9	607.8	607.6	543.7
AKAP1	332.8	424.525	559.65	546.175	541.975	759.25	488.375	534.85	575.725	440.625	369.5	476.2	309.175	316.725	884.825	231.45	282.9	226.35	309.7	379.6	373.5	352.85	328.2
AKAP10	276.1	225.95	227.55	229.2	224.05	280.75	264.3	270	288.05	296.75	267.15	297.95	318.55	224.75	313.45	304	275.35	283.05	451.4	440.3	312.8	361.45	290.25
AKAP11	898.3	880.6	999.05	765.9	737.2	844.05	752	767.5	869.1	633.35	1034.15	1165.7	1123.95	1170.35	977.6	879.35	1035.05	905.05	1015.3	962.55	1048.45	1110.55	732.45
AKAP12	806	761	2432.1	3001.3	1829.6	1310.7	731.8	1156.2	1051.8	598.7	746.4	1831.1	710.1	412.1	2479	875.8	635.5	1156.6	699.9	828.4	936	905.8	430.9
AKAP13	1297.76	1146.76	461.36	739.88	937.98	1010.12	1230.24	1226.7	1060.08	856.54	688.5	757.5	710.18	846.7	616.34	1045.34	461.78	877.26	903.72	660.58	705.54	753.94	965.58
AKAP17A	471.2	345.1	307.95	366.65	492.25	352.2	239	559.9	483.05	371.65	195.45	302.85	348.8	363	264.3	268.05	333.3	313.25	587.2	453.2	477.05	428	445.65
AKAP3	23.8	21.6	18.9	26.1	25.5	14.1	10.8	22.6	20.6	28.4	36.6	14.9	26.7	19.1	17.9	13.7	8.9	15.1	19.1	22.5	19.7	17.1	22.3
AKAP4	25.9	33.6	7.5	11.7	12.4	44.1	10.7	37.7	17.8	80.8	21.5	18.9	22.9	29.1	6.9	9.6	27.3	31.4	17.8	9.4	14.5	7	56.5
AKAP5	11.6	44.2	39.5	44.3	30.1	8.4	26.7	26.2	7	3.1	128.8	16.2	44.5	41.7	18.3	11.8	41.9	9.4	67.3	24.5	12.9	34.7	29.7
AKAP6	88.95	49.4	73.3	74.7	77.25	46.15	35.3	40.5	37.5	53.55	43.35	56.8	69.3	35.25	42.15	30.35	15.85	34.75	47.55	75.05	60.25	40.2	53
AKAP7	161.35	169.85	237.6	108.3	211.3	219.25	136	158.2	180.8	198	233.85	236.95	220.05	310.35	184.05	201.6	249.3	150.65	198.95	158.8	254.25	242.25	188.4
AKAP8	547.25	428.4	488.65	619	592.7	662.55	373.75	505.65	515.15	580.1	465.15	429.7	493.95	469.7	466.7	480	504.75	455.9	528.55	545.75	555.85	490.7	504.95
AKAP8L	167.933333333333	119.366666666667	137.9	97.9666666666667	146.4	106.7	80.0666666666667	154.233333333333	153.833333333333	109.9	116.966666666667	97.5333333333333	105.933333333333	114.566666666667	84.2333333333333	107.1	148.733333333333	107.466666666667	100.966666666667	162.033333333333	141.866666666667	99.4666666666667	123.233333333333
AKAP9	235.533333333333	270.966666666667	381.366666666667	154.233333333333	283.833333333333	180.633333333333	189.7	327.433333333333	345.133333333333	282.933333333333	168.966666666667	236.333333333333	205.633333333333	217.633333333333	247.666666666667	178.466666666667	263.766666666667	232.766666666667	394.1	302.3	445.066666666667	359.833333333333	301.066666666667
AKIP1	209.4	427.4	208.8	165.5	137.7	295.2	310.1	375.3	418.2	380.9	376.6	364.6	283.7	319.7	351.3	337.8	348.5	311.8	329.3	364.3	407.6	313.9	330.3
AKIRIN1	481.7	238	244.7	385.1	330.9	487.3	246.6	266.6	373.8	397.1	215.1	182.8	209.2	283.5	232.8	244.9	329.3	513.5	295.3	283.5	179.2	316.2	315.8
AKR1A1	1996.5	3482.9	2029.3	1496.6	1668.4	2441.7	4095.1	3394.5	3641.8	4039.1	3194.6	2263.5	2719.5	2904.3	2077.3	3102.7	3804.3	4478.5	3109.8	3442.1	2622.6	3597.4	4033.8
AKR1B1	2222.1	3809	2376.3	1500.1	1487.7	7058.6	3829.2	4225.9	3827.2	5329.3	2718.4	2926.5	2668.3	2186.2	2486.9	3100.2	3966.3	3310.8	2739.9	2273.6	2503.4	3112.3	2268.7
AKR1B10	36.1	147.7	345.9	61.5	70.7	1593.5	156.4	167.7	163.2	154.6	88.1	30	50.1	40.9	102.8	43.7	27.5	66.3	12.3	62.1	66.6	18.2	44.2
AKR1C1	1960.5	5054.86666666667	5143.83333333333	2684.9	7065.6	10430.4333333333	3867.86666666667	4409.16666666667	3685.23333333333	4811.46666666667	5525.36666666667	3493.66666666667	1535.66666666667	3254.46666666667	5565	3446.06666666667	2039.16666666667	1781.56666666667	2212.93333333333	2581.7	5000.73333333333	3962.93333333333	3619.93333333333
AKR1C3	943.2	1150.3	1874.2	294.1	1721.3	2304.8	1926.9	1576.2	1391.2	1397.7	1135.8	1602.1	978.4	565	1924.8	1358.6	584.6	895	1430.4	846.9	1706.9	1212.9	1358.7
AKR1C4	73.8	37.4	44.5	34.5	61.4	5.2	10	8.3	26.6	32.8	19.4	37.8	30.4	4.4	22.4	8.9	34.7	37.8	39.3	29	41	9.8	42.9
AKR1D1	22.1	24.8	34.7	34	22.1	8.5	24.3	29.9	44.1	20.1	37.2	37.6	29.8	24.3	37.3	0.8	24.7	31.5	41.4	21.4	49.7	24.3	16.2
AKR7A2	997.5	828.15	888.55	300.1	420.35	565.55	891.65	799.75	891.2	761.15	503.95	838.15	591.95	557.05	724.15	813.1	727.8	766.65	775.5	708.65	1143	589.75	727.1
AKR7A3	290.1	285.7	324.25	180.2	239.75	194.6	195.9	270.75	257.3	274.2	177.35	269.8	212.9	199.5	187.65	209.45	180.5	202.3	245.35	243.35	340.2	189.8	283.3
AKT1	878.3	571.4	737.9	614.1	864.3	951.6	1165.6	1104.9	919	784.3	1404.5	1156.3	972	1148.2	1169.7	805.8	822.1	828.7	749.8	1180.1	821.1	865.8	729.8
AKT2	66.85	63.65	97.9	89.3	70.2	125.7	68.75	134.5	88.7	94.15	18	26.7	11.2	13.7	17.3	33.05	24.4	29.5	7.15	6.8	18.75	10.15	141.05
AKT3	687.8	584.633333333333	699.6	366.133333333333	341.433333333333	501.233333333333	731.133333333333	491.133333333333	505.9	563.6	443.633333333333	908.9	597.066666666667	555.266666666667	1002.2	549.466666666667	440.2	414.566666666667	600.133333333333	485.6	946.766666666667	530.733333333333	702.766666666667
AKTIP	444.8	434	510.4	127.9	216.9	574.3	461	643.1	480.2	360.9	314.6	896.6	481.7	613.7	1071.5	792.9	568	529.5	535.7	258.2	663.1	470.3	323.2
AL109706	12.4	34.9	52	12.1	75.6	4.8	29.8	27.6	48.2	47.3	39.2	2.6	27	40.5	25.6	20.4	37.2	13.7	35.2	76.9	44.3	24.3	66.1
AL590762.11	122.7	149.1	164.2	98.1	130.1	91.7	48.1	29.7	97.8	45.6	109	84.5	88.9	80	65.7	25.5	13.6	49.5	79.9	63.6	69	28.2	48.8
ALAD	232.5	285.1	219.75	66.4	188.6	244.05	283.45	271.95	328.85	331.7	158.6	176.95	155.45	176.1	277.25	174	183.4	181.2	155.65	208.65	254.85	165.8	242.85
ALAS1	456.5	406.9	420.8	374	334.4	389.1	347.2	276.1	220	205.4	644.3	388.3	449.6	530.3	513.8	508.5	578.9	724.5	466.8	537.8	350.7	519.1	505.3
ALAS2	26.6	10.4	5.9	7.9	13.6	5.3	4.6	5.1	5.4	11.7	7.5	13.6	8.1	4.7	5	5.8	5	4.2	6.6	9.2	5	6.6	8.2
ALB	42.1	31.9666666666667	23.7333333333333	24.3	19.9333333333333	30.8333333333333	13.6666666666667	45.4	25.7666666666667	12.4333333333333	17.9	26.2333333333333	9.13333333333333	26.3	13.5333333333333	20.9333333333333	33.8333333333333	22.8	22.9	15.4333333333333	16.6	17.3333333333333	24.0666666666667
ALCAM	233.6	229.6	256.8	369.75	321.8	601.8	621.7	525.9	721	827.5	1016.9	891.5	662.15	1075.7	1261.5	604.4	691.2	655.7	1213.2	561	449.25	1090.4	735.45
ALDH18A1	780.5	495.1	566.8	999.1	925.5	643.1	976.1	780	820	842.4	720.4	713.2	802.8	591.3	569.8	805.1	956.3	1080.4	684.8	820.2	671.9	749	1004.4
ALDH1A1	467.2	2635.7	1157.9	664.9	1007.5	2053.4	1852.9	1642.8	1419.4	1807.9	323.1	1080.4	547.7	756.7	747	1324.7	1391.2	1636.3	623.4	389.8	1023.6	2192.3	1147.4
ALDH1A2	24.4	174.4	108.9	111.5	86.2	112.4	144.8	210.6	190.3	324.9	184.7	118.2	160.6	21.8	88.2	261.8	87.6	66.4	71.3	29.2	71.7	24.4	84.5
ALDH1A3	1193.5	2568.6	445.2	7440.1	5969.2	1459.9	1158.3	1542.5	2064.2	2386.2	3171.6	1344.8	1797.1	2780.2	925.8	1833.1	1537.8	2159.9	1821	947.2	465.7	1069.9	1339.1
ALDH1B1	69.45	93.55	115.8	232.75	154.05	95.5	102.5	93.7	62.1	125	126.95	117.55	107.35	131.5	143.05	141.1	78.95	96.45	71.25	120.4	75.8	95.95	111
ALDH1L1	93.55	102.25	661.75	147.85	149.7	170	61.05	93.4	72.65	99.05	85.85	66.9	105.75	93.1	151.1	43.25	75.05	55.55	87.6	102.8	117.7	141.45	104.1
ALDH2	1342.8	4890.6	6322.2	2495.1	6067.6	6409.5	5791.4	4633.1	4842.8	3678	6710.1	4100.5	3428	5900.4	6498.9	5095.3	4280	6073.9	3506.3	4596.1	3673.4	8169.4	5121.3
ALDH3A1	17.6	75.6	24.6	25.3	16.6	13	36.6	22.4	23.5	35.1	6.9	18.1	21.1	10.4	37.5	11.7	28.7	18.5	15.9	22.2	12.7	14.6	24.5
ALDH3A2	493.333333333333	844.166666666667	1131.16666666667	378	525.166666666667	1103.5	909.866666666667	1149.5	1156.56666666667	1046.33333333333	1126.26666666667	964.233333333333	672.566666666667	726.8	1194.4	763.1	681.766666666667	554.833333333333	512.933333333333	671.766666666667	821.233333333333	758.766666666667	636.033333333333
ALDH3B1	278.15	563.45	257.4	172.05	252.15	425.15	440.75	558.2	476.65	695.3	398.6	320.35	340.1	330.65	266.2	419.15	318.35	334.1	312.85	160.75	229.75	183.15	420.1
ALDH3B2	36.9	7.7	41.45	49.75	39.65	18.75	23.1	35	20.6	58.05	52.95	44.35	46.3	44.25	23.85	20.1	24.7	32	20.15	18.95	33.3	32.8	37.1
ALDH4A1	154.6	145.9	249.35	82.8	189.65	139.25	50.65	176.9	136.8	166.2	42.7	49.35	89.25	76.2	136.6	121.95	41.1	82.65	117.1	152	109.35	156.95	104.55
ALDH5A1	62.8	52.85	179.7	10.15	42.25	44.25	66.6	66.15	80.15	23.1	64.35	75.6	70.7	70.85	107.35	75.3	164.7	121.05	91.25	108.65	51.25	85.85	22.3
ALDH6A1	225.36	358.56	1214.26	140.44	295.46	445.38	247.38	289.56	331.12	351.98	315.78	355.3	290.62	175.78	435.7	203.06	139.58	241.62	240.76	240.94	265.02	225.88	162.3
ALDH7A1	287.466666666667	329.866666666667	427.1	85.0666666666667	175.233333333333	226.5	327.5	259.466666666667	281.833333333333	262.5	156.366666666667	244.2	226.9	148.466666666667	307.4	224.766666666667	179.766666666667	218.1	186.233333333333	229.1	325.233333333333	146.833333333333	209.333333333333
ALDH8A1	73.8	32.6	25.9	64.7	44.9	18.2	15.6	53.6	17.3	34.9	77.4	23.4	36.8	48.2	13.4	55.2	47.3	45.1	104.2	78.4	33.2	64.9	53.6
ALDH9A1	1926.6	2319	3533.5	697.7	1439.4	2310	1989.7	2196.3	2172.3	1656.5	2150	1908.2	2450.6	2312	2188.4	1583.6	2387	2283.6	1899.8	1699.6	1934.6	1898.6	1642.5
ALDOA	5697.5	7978	6305.65	7980.8	6349.1	8223	7162.65	8066.7	7883.35	8834	7278.4	5347.4	5749.4	7407.7	6720.8	7226.85	7599.1	8088.25	7323.75	6501.05	5420.5	7458.7	9604.4
ALDOAP2	8.5	6.3	24.3	6.9	6.8	5.8	11.8	11.9	65	10.5	15.7	21.5	9.7	12.1	10.4	3.5	4	3.7	5	5.6	8	6.1	21
ALDOB	60.3714285714286	55.9	56.3142857142857	72.5857142857143	55.0571428571429	30.9714285714286	18.3428571428571	38.5285714285714	37.9285714285714	39.8571428571429	48.4857142857143	48.6571428571429	53.5714285714286	26.8428571428571	36.8285714285714	46.2142857142857	33.5428571428571	41.7571428571429	50.4714285714286	57.5714285714286	38.1714285714286	46.0142857142857	56.6428571428572
ALDOC	317.8	419.1	440.5	252.7	178.5	235.4	178.4	260.3	257.1	416.8	504.4	310.8	334.8	328.8	271.1	327.2	431.6	334.4	268.5	437.4	265.6	404	458.7
ALG12	39.3	68.5	120.6	32.4	99.8	168.8	258.4	202.5	112.9	161	220.7	151.3	105.1	179.3	114.6	207.4	108.2	151.1	192.6	103	130.6	145.6	139.9
ALG13	517.3	252.4	375.2	338.866666666667	316.633333333333	209.533333333333	155.733333333333	256.8	231.666666666667	261.533333333333	144.966666666667	241.7	286.5	330.533333333333	219.933333333333	205.8	245.166666666667	247.633333333333	501.7	310.133333333333	432.333333333333	360.266666666667	228.466666666667
ALG3	481.5	593.8	424.9	871.6	743.4	687.9	561.8	469.1	529.4	514.5	674.2	487.6	569.4	354.8	437.4	564	544.6	489.1	436	722	621.4	588.1	694.2
ALG5	1250.9	1679.9	1607.7	1409.3	1862.4	1719.1	1277.2	1156.1	1279.4	1121.3	1398.4	1472.1	1659.6	1704.2	1343.1	1839.8	1925.8	1656.4	1448.4	1445	1395.6	2145.2	1297.1
ALG6	779.5	581.4	606	441.4	546.4	470.9	430	514.9	606.4	608.6	718.1	884.6	1071.8	1103	786.3	699.4	912.5	837.1	815.5	1070.9	1033.6	945.1	632.3
ALG8	664	596.3	944.1	750.8	987.3	711.1	595.9	689.4	716.4	857.4	776.7	825	816.8	758.7	998.4	726.1	843.9	668.1	543.6	857	913.3	799.3	687.4
ALG9	247.6	235.3	346.7	237.4	240.6	212.3	304	264.2	305.5	313.2	246.2	276.3	235.3	228.8	356.3	318.3	354.2	295.6	354.8	383.8	307.3	441.4	276.2
ALK	127.1	129.45	123.9	102.25	106.95	74.4	142.85	95.05	71.8	82.45	57.6	99.7	48	41.25	34.6	40.65	97.3	28.3	136.1	97.2	38.55	58.85	70.45
ALKBH1	589.2	725.4	560.7	733.3	439.8	1006.7	536.7	569.3	561.8	623.6	760.4	574.8	594	437.7	668.9	700.4	780	679.4	656.7	600.4	690.5	703.9	688.1
ALKBH4	40	268.8	207.6	179.7	116	217	303.8	224.4	170.4	181.2	137	213.2	203.6	117	221.3	137.5	147	178.7	110	168.7	156.2	124.5	191
ALLC	20.9	89.5	174.1	74.4	103.6	119.7	89.6	41	97.5	99.9	145.2	99.4	29.8	72.8	137.8	67.9	89.2	72.7	63.6	56.9	34.8	17.4	27
ALMS1	388.166666666667	277.333333333333	346.7	281.366666666667	310.133333333333	187.3	197.133333333333	288.766666666667	292.233333333333	275.266666666667	208.733333333333	232.733333333333	265.5	286.5	217.366666666667	145.833333333333	173.066666666667	161.333333333333	296.266666666667	257.966666666667	378.066666666667	233	311.833333333333
ALOX12	97.8	81.1	25.2	27	89.5	43.3	66.7	10.2	14.8	12.5	12	10.7	16.6	13.2	32	64.2	21.1	8.2	65.5	33.2	30.5	28.8	20.1
ALOX12B	15.8	12.9	48.3	12.9	16.1	10	11.6	9.6	13.3	6	14	8.1	8.4	6.6	7.5	6.9	7.5	6.9	13	10.8	7.7	8	22
ALOX12P2	33.2	18.2	39.1	36.2	70.2	20.5	23.2	53.8	26.1	15.4	46.9	35	52.9	108	26	39.4	72	13.4	26	46	31.4	120.4	34.3
ALOX15	11.6	20.3	51.3	6.4	7	19.5	14.8	4.7	6.3	13.1	11.5	9	3.2	7.2	25.4	6.4	5	7	4.2	12.5	10.6	5.4	17.8
ALOX15B	104.3	99.7	134.5	144.5	98.4	213.2	107.8	85.4	130.7	91.1	67.1	73.3	158.3	21.9	130	86.2	45.9	94.6	128.4	101.1	110.1	92.6	303.4
ALOX5	312.175	346.3	153.475	671.875	450.575	228.8	277.425	386.675	358.2	410.65	562.075	268.15	604.8	884.525	221.025	469.45	546.925	749.175	990.475	434.625	358.025	650	1025.7
ALOX5AP	1632.9	6115.2	1646.4	5822.8	2875.2	3324.5	2306.8	4055.1	3462.7	6010.8	2359.3	1361.4	1173.6	3528.3	1837.1	1460	3113.4	4432.8	1618.9	1662	3425.4	1222.5	5387.9
ALOXE3	139.05	126.3	129.05	108.45	119.85	72.45	24.95	107.4	106.1	125.55	98.2	129.1	64.35	116.7	78.5	74.6	80.3	69.3	93.05	76.05	76.65	107.7	101.5
ALPI	4.25	7.3	4.7	4.85	5.15	4.3	4.35	6.05	5.55	6.05	4.3	4.35	3.9	4.05	2.6	4.85	3.8	2.65	3.4	5.15	3.4	3.6	7.55
ALPK1	241.5	255.9	232.9	136.4	139.6	118.7	162.1	421.9	421.9	333.2	105.3	91	101.7	171.2	121.5	134.1	48.3	84.8	208.5	194.2	186	145.1	342.9
ALPK3	130.1	63.8	175.2	47.2	35.5	28	32	39.3	30.4	100.1	25.4	49.8	27.1	15.8	53.1	17.2	10.9	20.9	23.7	27.1	89.7	27.6	38.8
ALPL	448	85.5	150	784.1	102.2	115.8	204.5	123.5	74.2	262.1	331.8	77	226.1	371.3	103.7	310.3	257.7	267.1	103.2	121.1	53.8	260	213.5
ALPP	3.9	6.2	5.6	6.1	6.6	5.7	8.9	4.7	9.3	5.5	7	3.5	4.5	4.4	4.3	4.3	4.6	3.4	4	6	4.1	5.2	6
ALPPL2	93.8	172.25	112.3	179.15	119.25	111	119.75	118.5	146.25	132.5	101.8	91.75	91.15	90.4	79.7	99.25	73.4	82.1	137.25	118.45	100.85	140	158.05
ALS2CL	325.9	364.2	348.4	321.5	283.1	358	314.1	367.6	397.6	317.1	352.8	367.3	354.2	323	318.1	304.9	261.3	256.1	405.4	486.5	442.9	365.7	350.5
ALX1	13	11.5	15.8	20.9	17.6	14.4	59.1	15.6	22.8	17.4	15.4	15.7	29	13.3	11.3	19.8	15.6	14.7	14.8	28.8	19.3	22.3	21.1
ALX3	73.5	26.4	101.7	23.8	31.4	40.2	64.8	80.2	85.1	106.2	93.2	53.5	67.7	58.8	25.7	43.4	16	51	91.8	62.5	87.3	38.8	78
ALX4	20.1	22.8	22.7	25.1	11.9	62.5	39.1	20	61.9	20.9	15.1	19	9.1	20.7	12.9	35.5	12.6	5.1	4.8	11.5	23.3	7.7	74.9
AMACR	7.15	14.7	12.8	33.35	9.3	13.15	31.65	21.45	28.85	7.2	20.55	19.6	19.15	30.55	12.75	16.75	22.95	16.6	7.45	16.15	8.7	14.25	18.1
AMBN	26.9	53.3	36.4	11.7	37.5	17.9	28.8	22.3	31.1	25.6	12.6	21.7	32.8	21	22.3	22	46.4	9	14	32.8	25.2	56.6	34.8
AMBP	76.35	44.65	55.1	69.25	77.6	54.45	59.45	35.85	59.45	41.9	53.5	41.55	61.8	60.4	55.45	36.95	31.35	46.65	51.15	83.9	60.95	59.9	56.25
AMBRA1	193.4	254.35	248.35	157.5	100.05	284.8	310.65	268.8	284.25	185.45	131	268.55	239.5	231	248.4	219.05	181	190.75	202.3	145.95	230.7	99.75	154.4
AMD1	732.45	355.9	543.45	2107.3	1495.55	613.1	391.1	387.65	385	399.35	415.9	482.7	510	531.1	449.25	540.05	468.15	568.85	587.35	508.2	555.35	709.25	496.35
AMELX	40.8	35.9	34.7	50	49.5	38.7	34.4	47.5	26	48	18.5	35.6	48.2	13.8	20.2	43.4	45.5	28.7	39.3	40.7	34.7	43.6	55.6
AMELY	103.7	50.8	94.8	110.6	72.7	44.5	41.3	53.5	123.6	75.4	92.8	46.9	77.5	55.7	62	91.5	38.1	72.7	82.8	70	67	34.9	86.1
AMFR	320.35	462.45	446.35	380.15	269.4	511.25	295	313.35	374.3	261.9	418.8	462	421.25	337.2	502.2	394.1	311.9	326.35	502.1	478.05	350.35	450.3	293.35
AMHR2	14.7	30.8	34.9	17.4	19.9	28.5	21.3	13.7	9	18.9	21	14.6	18.6	11.5	9.7	13.7	5.3	14	6.6	33.4	27.5	11.4	16.2
AMIGO2	284.9	244.3	263.4	164.9	273.1	206.4	267.6	208.9	162.6	204.2	323	430	368	404.4	672.5	256.7	423.2	215.2	467.9	381.3	324.9	407.9	122.7
AMMECR1	324.1	129.9	163.4	96.9	147	163.8	184.9	142.8	207.6	166.8	118.1	174.8	294.4	284.5	133.9	248.1	240	178.2	281.9	218.4	239.2	185.5	252.2
AMN	289.5	165	189.4	211.9	170.5	197.9	232.1	412.9	349.2	372.8	162.3	108.8	105.8	117.2	126.1	153.4	216.8	152.9	287.6	136	184.3	171.6	386.9
AMOT	64.8	66.5	92.2	11.8	54.8	81.1	16.1	51.7	42.1	68.5	123.5	64.2	102.1	27.6	58.8	83.7	61	53	61.9	76.7	69.8	68.6	82.8
AMOTL2	476.7	675.8	1393.3	351.6	1011.7	960	858.6	642.5	588.2	541.3	959.5	677.4	489.7	471.3	1116.5	314.8	340.1	370.6	460	438.3	665.2	751.9	533.2
AMPD1	72.3	51.1	46.8	76.1	83.4	45.2	26.3	22.3	80.2	56.3	112.2	64.8	170	90.1	38.1	149.9	99.6	88	243.8	218.7	43.1	146.6	62.9
AMPD2	1095.8	545.8	479.1	1512.1	870.6	1039.7	812	889.6	1402.7	1061.2	1051.1	809	1184.9	1198.4	580.9	622.2	769.8	797.5	1009.7	975.3	912.6	708.3	839.7
AMPD3	404.6	523.2	209.7	471.3	162.7	187.1	416.4	425.7	311.3	579.8	426.5	219.7	870.7	846.6	218.8	681.4	991.7	910.2	1078.2	597	335.6	464.7	987.9
AMPH	482.8	368.7	420.4	156.9	364.4	843.5	188.4	84.5	113	175.6	255.9	220	119.6	116.1	371.2	237.5	100.2	122.2	184	169.5	405.4	114	270.8
AMT	590.8	418.6	535.6	282.3	267	171.7	314.3	740.4	797.8	483.5	251.9	307.7	392.1	289.4	282.2	197.9	220.2	275.1	591.3	698.9	618.8	407.9	480.7
AMZ2	1151	706.4	1230.2	499.6	764.3	941.9	876.2	900.8	997.8	758.1	1215.9	1049.9	1230.5	981.2	1100.7	1108.6	1387.5	1160.7	1099	1265.9	1075.7	1281	808.7
ANAPC10	197.4	221.9	331.8	138.2	417.9	192.7	124.9	100.9	117.6	141.8	146	237.4	193.8	222.4	150.4	120.5	149.1	138.8	191.4	150.5	204	224.9	81.8
ANAPC13	1135.7	1266.85	1588.6	1125	1195.4	1429.25	1113.4	1004.95	989.15	973.95	1306	1234.75	1344.7	1341.8	1007.5	1164.9	1182.05	958.75	1252.2	1227.65	1191.05	1739.3	817.5
ANAPC15	476.3	504.1	445.9	275.2	442.2	362.5	392.9	404.3	300.8	380.7	525.7	419.8	607.7	443.7	405.6	545.9	521.3	424	390.3	543.5	320.5	471.1	425.7
ANAPC2	310.4	324.5	210.1	271.7	313.7	380.1	534.3	542.4	633.1	509.2	369.1	324.6	417	430	391.6	424.4	597.8	407.6	568.8	472.7	429.1	447.7	362.6
ANAPC5	1525.25	1119.65	1101	1318.7	1203.5	1284.3	1104.775	1430	1654.9	1168.15	932.925	1048	1080.775	1153.125	1138.9	1023.175	1257.55	1072.6	1338.3	1333.125	1651.025	1162.95	1194.7
ANG	130.7	310.9	882	97.7	247.4	712.5	324.9	368.5	321.8	349.7	356.1	468.9	166.1	217.4	911.1	296.9	247.4	198.2	355.6	236	284.2	392.9	305
ANGEL1	436.25	346.25	352.25	239.2	346	293.5	405.35	395.15	400.8	421.35	384.15	271.4	266.95	351.45	347.55	281	308.35	273.75	341.1	331.05	292.2	348.95	379.95
ANGEL2	275.033333333333	216.6	334.333333333333	176.166666666667	249	217.766666666667	188.666666666667	161.133333333333	183.6	157.066666666667	309.1	319.633333333333	351.1	398.2	306.333333333333	249.1	204.633333333333	255.2	375.633333333333	372	375.9	334.2	182.466666666667
ANGPT1	394.6	250.85	688	125.6	327.55	700	449.8	352.4	253.85	296.05	333.65	255.15	451.4	210.05	510	259.2	300.15	411.55	288.45	278.7	240.05	253.9	184.55
ANGPT2	342.3	81	64.35	129.45	130.4	103.4	227.4	91.4	99.4	116.25	133.85	268.35	214.75	130.35	158.4	245.75	161.6	222.3	156.55	177.4	140.65	137.65	199.15
ANGPT4	12.1	6.5	6.8	8.1	13.7	22.4	15.4	13.2	5.8	6.4	97.3	5.1	11.8	4.5	10.3	4.8	6.8	5.3	6	9.1	14.5	5.4	6.4
ANGPTL2	2840.63333333333	6010.13333333333	1664.5	1539.16666666667	2486.4	1452.63333333333	6230.9	3935.86666666667	3658.43333333333	3727.3	5976.56666666667	4522.76666666667	2162	2662.63333333333	3120.66666666667	5450.7	1628.66666666667	1985.16666666667	1552.86666666667	3009.96666666667	4632.43333333333	3252.63333333333	6063.96666666667
ANGPTL3	3.8	13.4	5	53.8	31.6	46.7	5.1	14	33.4	17.5	10.1	5.4	6.7	21.3	4.7	24.6	35.5	17.8	22.1	4.1	6.1	15.5	19.6
ANGPTL4	1098.4	664.1	934.7	10289.2	7311.2	608.7	937.1	500.3	402	2964.1	724.6	247.5	444.6	480.6	704	843.5	302.3	426.6	369.4	405.5	211.3	659.7	785.5
ANGPTL7	67.2	320.9	899.2	10.7	41.7	810.1	138.1	217.5	157.9	168.5	302.9	30.8	7.6	80.5	1704.1	14.2	4	13.2	16.3	17.4	151.7	13.7	5.5
ANK1	48.3333333333333	60.4166666666667	57.7333333333333	49.4166666666667	45.75	51.4	64.9833333333333	59.9666666666667	75.0666666666667	67.1666666666667	112.816666666667	144.433333333333	65.5666666666667	86.1	97.0333333333333	80.2833333333333	123.766666666667	63.3666666666667	54.3666666666667	88.9	70.1333333333333	37.3333333333333	47.0333333333333
ANK2	755.733333333333	1021.96666666667	343.833333333333	491.766666666667	708.1	566.266666666667	980.133333333333	684.133333333333	658.966666666667	564.266666666667	973.3	1152.3	403.533333333333	496.766666666667	970.666666666667	763.266666666667	584.9	433.7	328.066666666667	563.2	999.466666666667	567.766666666667	543.866666666667
ANK3	324.133333333333	265.733333333333	173.533333333333	587.466666666667	317.4	331.333333333333	546.466666666667	774.1	1020.5	714.066666666667	493.766666666667	367.333333333333	479.133333333333	507.8	291.866666666667	370.033333333333	221.366666666667	446.733333333333	166.4	204.533333333333	291.3	163.366666666667	116
ANKEF1	45.2	5.4	54.1	6.1	6.2	10.6	25.9	55.6	11.4	10.4	18.3	12.5	47	35.1	16	26.1	58.4	7.2	27.6	35.8	11.4	30.6	29.3
ANKFY1	268.5	312.6	250.2	395.7	308.2	290.8	328.7	315.1	312.4	429.3	385.2	323.8	233	151.9	297.5	261.3	164.9	354.4	200.2	280.8	177.8	324.1	460.3
ANKH	178.9	507.3	293.5	525.6	681.4	124.5	586.8	569.5	514.6	211.3	246	546.4	278.7	265.4	324.6	410.3	336.3	166.9	395.7	291.5	572.8	308.3	183.7
ANKLE2	206.433333333333	131.566666666667	154.5	278.066666666667	202.5	171.733333333333	164.766666666667	161.666666666667	167.733333333333	172.2	150	171.3	154.933333333333	207.3	129.066666666667	186.5	203.866666666667	167.033333333333	184.733333333333	137.133333333333	158.166666666667	170.866666666667	205.733333333333
