geneNames	GSM302859	GSM302864	GSM302866	GSM302870	GSM302872	GSM302882	GSM302896	GSM302900	GSM302924	GSM302927	GSM302933	GSM302943	GSM303364	GSM303366	GSM303368	GSM303520	GSM303522	GSM303523	GSM303525	GSM303531	GSM303533
SNPH	142.984	49.5364	54.9473	35.4452	38.9842	29.7408	43.779	62.8459	57.474	16.5016	53.2252	20.7223	45.5925	186.736	39.2149	96.0172	81.1451	34.8792	110.762	140.124	39.8687
SNRK	972.0455	945.81815	1207.768	848.0637	725.49055	1045.35365	939.279	937.1427	1012.13945	922.2271	887.6842	871.69145	924.1125	1190.6895	769.589	676.0662	614.8086	1062.265545	970.7881	803.9445	800.2956
SNRNP25	550.161	549.516	494.692	215.577	389.949	350.685	538.205	416.839	498.227	595.9	704.633	461.111	611.973	384.604	419.594	462.813	437.617	418.594	446.173	477.714	482.224
SNRNP27	773.89	624.094	1054.3705	818.0215	700.0945	869.669	845.992	591.8975	616.756	590.725	649.319	629.72	805.7475	660.4585	748.2225	573.1205	899.3005	384.6395	453.7395	524.6355	370.3265
SNRNP35	314.002	533.095	404.158	162.782	344.788	364.373	301.646	417.891	378.434	264.338	294.22	350.474	328.51	405.696	286.673	226.79	77.7199	463.414	348.672	364.267	315.546
SNRNP40	462.411	435.446	403.653	910.681	514.727	330.685	407.466	338.222	289.198	411.777	547.363	528.925	419.545	439.597	233.996	559.246	859.045	470.635	539.901	496.149	530.705
SNRNP70	1035.2995	961.20515	729.9613	780.759	1056.611275	602.35397	850.65825	806.644315	868.45047	530.104665	858.4072	652.11315	1094.8672	1064.71865	798.7562	1018.8975	720.4191	860.986	1084.031	1209.769	1129.525
SNRPA	915.046	822.837	715.976	829.926	1257.94	752.59	1048.78	818.42	1199.33	710.196	999.974	739.65	806.64	841.503	603.539	876.286	693.385	448.652	568.177	623.614	587.473
SNRPA1	579.328333333333	590.213	398.784666666667	952.660333333333	480.797666666667	321.503666666667	471.714666666667	690.146333333333	325.429333333333	331.010333333333	518.559333333333	535.109	524.266333333333	453.704333333333	479.570666666667	468.741	706.865333333333	337.521666666667	410.215	430.615333333333	376.878333333333
SNRPB	1410.34	1669.3585	1041.5055	3072.265	1617.161	1291.0175	1545.2965	1588.94	1498.92	1785.345	2516.685	1623.715	2137.285	1250.048	1559.6145	1621.55	1839.755	1833.855	1266.2975	1219.716	1525.94
SNRPB2	1714.76	1967.97	1944.66	2948.53	1902.21	1705.26	2348.73	1956.73	1438.51	1949.41	1646.49	1509.81	1617.26	1535.57	1311.59	1192.94	2873.4	1401.72	968.68	1023.79	1087.35
SNRPC	634.299	759.637	640.435	774.79	506.128	518.734	606.124	477.041	541.929	632.542	763.159	763.03	750.21	546.873	600.658	536.39	718.25	510.124	681.708	455.718	364.908
SNRPD1	704.118	787.485	493.051	1638.6445	430.5295	413.3955	650.2175	527.5105	449.281	684.5545	752.205	658.8405	587.284	417.3935	602.515	474.45	1455.32	356.357	370.5705	397.23	487.7665
SNRPD2	4193.61	4278.96	5414.74	3071.95	4506.79	4323.76	4697.51	4442.55	4333.57	4827.07	6918.35	4928.41	4277.85	3512.41	3615.04	2740.26	3281.39	3966.63	3243.64	3323.75	3769.71
SNRPD3	1640.92	1373.68	1550.1	1512.43	1419.61	1852.85	1910.15	1956.88	1629.6	1571.73	1758.16	1522.79	1706.22	1803.98	1035.88	1334.91	1330.48	1549.39	1631.17	1544.31	1610.46
SNRPE	1426.7885	1309.092	1577.55	2227.45	900.3	1071.8455	1110.5675	1037.039	997.308	977.344	1296.8615	935.662	1009.9625	1030.527	961.801	756.1405	1935.8995	790.758	613.329	735.1555	656.2715
SNRPF	900.75	917.46	741.554	1315.43	724.708	713.778	1392.23	770.099	637.121	473.472	1232.36	1096	856.706	624.095	439.115	579.304	1456.16	395.156	372.334	521.023	551.7
SNRPG	2050.04	2308.95	2379.04	2976.33	1534.06	1379.52	1614.82	2461.34	1447.51	1710.29	2117.7	1790.72	1631.14	1784.94	2295.64	1682.07	2802.95	1885.22	1559.48	1360.21	1881.59
SNTA1	358.144	303.121	390.549	220.533	355.003	398.918	283.602	171.006	454.28	255.46	281.653	172.554	203.246	228.827	293.43	284.595	232.574	439.081	475.209	476.846	437.956
SNTB1	33.3570333333333	44.6047	73.8988333333333	51.3961666666667	43.8323666666667	27.9960033333333	49.9217333333333	31.3326333333333	49.2559333333333	52.2189	17.6807666666667	31.1833666666667	34.0304333333333	60.4913	48.4093333333333	50.3037	43.6762333333333	39.1893866666667	63.2075266666667	67.6644666666667	72.4288666666667
SNTB2	276.39651	281.74642	219.03238	149.869725	230.5184775	225.2378075	202.819395	186.332975	268.58029	260.7742375	159.8410575	213.08678	191.2017825	226.8981625	149.86597	346.748115	268.522795	439.801425	311.7233025	308.135395	336.7232
SNTG1	52.1896	40.7254	37.7664	84.1699	155.47	79.292	102.747	62.2008	51.4112	66.8821	16.5985	64.6134	108.772	50.4397	56.577	42.6664	64.5865	39.6905	53.0171	69.9582	65.9805
SNTG2	4.57852	35.6846	10.4229	6.4225	7.02535	3.47497	6.34757	3.26747	109.581	7.27415	21.0198	3.94323	6.21825	30.7705	7.22866	16.6713	6.43891	26.5347	26.1807	16.228	9.10038
SNUPN	562.024	748.688	476.303	220.836	658.694	505.11	732.438	596.685	565.772	440.297	429.055	739.133	446.699	608.988	363.583	607.093	425.52	753.672	734.092	596.721	532.319
SNW1	862.626	983.6595	988.982	1021.3525	743.076	1110.1255	879.933	807.729	988.03	793.4315	1025.188	709.8185	787.785	1038.802	742.348	637.0645	987.1135	675.6595	751.7995	689.503	667.7995
SNX1	526.341925	576.97415	585.055875	346.03485	500.85245	564.502675	520.748525	519.788075	596.049875	525.492525	533.0821	660.134725	502.948075	519.9598	555.05615	514.01145	375.4391	716.566475	498.97185	482.888825	603.999925
SNX10	243.772	374.897	1042.07	423.814	928.13	867.052	789.734	1466	538.888	935.127	643.614	1034.33	755.214	583.923	1470.46	1245.31	733.412	647.161	249.927	260.795	371.179
SNX11	371.967	573.8465	306.295	654.59	572.122	655.2745	850.1155	524.8505	408.9365	541.2525	553.357	589.2675	434.987	427.007	515.262	324.4985	372.816	391.795	319.7595	365.68	332.975
SNX13	221.777233333333	265.691133333333	247.6481	386.1227	256.1603	256.565633333333	272.555433333333	243.257	209.247333333333	242.624666666667	224.057496666667	241.850566666667	253.911066666667	274.610866666667	192.182033333333	272.388	298.287666666667	192.1163	213.255333333333	213.655666666667	271.654366666667
SNX15	236.836	328.61	350.205	221.704	280.299	244.684	217.876	252.422	398.639	226.006	352.376	269.999	337.736	399.689	252.838	431.542	184.938	431.125	511.975	535.753	407.951
SNX16	109.77	69.5103	76.6789	26.5234	63.8113	87.7375	81.2652	86.5183	92.8222	53.3563	31.3078	64.4316	63.7054	122.661	50.8242	68.7455	69.1219	47.1098	32.0151	51.68	52.8446
SNX17	482.778	664.33	687.656	541.065	1129.82	588.046	999.114	844.563	896.38	1113.23	1320.4	1214.12	1242.56	447.761	853.968	628.716	609.671	914.944	643.531	898.207	692.789
SNX19	303.416	334.5025	370.5055	317.651	404.9085	313.8875	303.208	274.832	333.9905	276.2445	207.36385	253.8465	240.6635	316.3905	294.631	303.693	335.0745	320.115	296.936	294.104	357.5295
SNX2	1365.865	1791.24	922.2675	634.2735	935.1835	1468.01	1183.664	1148.313	959.419	1372.939	1511.525	1411.785	1014.4115	1287.0945	1381.083	1183.4615	973.5255	951.3525	1060.447	1067.276	1070.8805
SNX24	301.597	441.331	307.21	291.467	299.633	517.549	394.484	542.333	258.734	274.714	275.148	265.099	277.785	422.332	411.545	301.004	231.735	371.28	299.255	308.724	266.242
SNX27	372.753	420.9105	328.036	326.5795	465.2235	346.6175	385.4485	386.736	308.2435	347.145	348.6825	416.1935	464.421	354.5705	354.3805	475.229	427.405	409.446	438.87	431.359	454.1465
SNX29P2	39.5674	32.7195	28.3309	8.74253	4.03707	25.5636	21.8708	25.9493	16.3805	3.87737	4.53632	13.3882	52.1362	14.7151	15.4623	38.4766	27.8493	20.084	29.6895	44.0785	5.07255
SNX3	3956.6175	3605.84	4906.5475	2435.995	3761.2725	3663.8125	3854.79	3452.6	4127.1525	3842.4025	4803.8525	4350.56	3920.765	3669.4625	4030.3875	3506.1525	3952.045	3135.5325	3836.5675	3541.1825	3971.61
SNX4	622.8525	486.1165	501.039	445.322	518.129	736.0825	597.1935	561.9075	496.9135	589.054	465.0015	523.115	565.7635	670.6175	598.712	455.154	537.7975	440.222	447.5295	411.591	410.0135
SNX5	1525.72	1272.83	1428.77	1012.37	914.866	1332.55	1601.76	1302.11	1578.86	1198.27	1196.56	1448.65	1209.15	1382.44	1326.05	1060.32	978.287	1362.11	1426.71	1295.93	1490.23
SNX6	1307.1	1940.4	1450.61	790.149	2263.16	2479.57	2903.72	2432.45	1946.34	2241.32	2531.26	2663.98	1434.97	1663.04	2017.83	1395.7	804.174	1835.64	1701.75	1496.52	1816.62
SNX7	1104.16	1735.58	1195.86	918.391	1095.53	1972.3	1211.35	1041.8	1849.51	1431.51	1079.61	1253.77	977.297	2229.7	1100.05	797.518	933.332	1355.17	1590.96	1474.46	1315.59
SOAT1	241.804	168.673	135.171	523.886	254.815	251.66	268.419	164.832	161.387	164.654	72.5351	125.425	220.796	212.947	186.396	130.915	407.457	74.6102	58.9038	33.4501	98.7235
SOAT2	15.3336	10.2933	14.1123	17.9524	103.226	20.9849	31.0851	67.6545	15.0834	10.8363	36.023	20.703	61.0299	19.9406	24.5295	30.6895	28.5961	35.4847	61.6044	59.4335	9.59039
SOBP	911.6	997.14	1317.43	590.179	1092.57	1328.42	819.195	472.077	1521.82	686.566	611.08	592.24	452.884	1341.04	396.776	875.483	609.679	1737.55	1448.96	1501.05	1262.45
SOCS1	94.285925	60.7589	79.626625	70.2598475	61.766675	42.536835	87.546625	81.4325	53.50785	110.826625	72.7973175	90.74845	43.56805	49.52997	64.43738	87.775555	64.919225	37.73526	103.59325	80.310375	57.573165
SOCS2	684.277	256.2775	1087.479	1344.133	282.5615	597.3155	347.071	245.59615	558.8085	263.5	236.1175	304.271	340.774	294.3495	205.876	126.3215	709.638	261.6475	399.5975	219.65415	300.572
SOCS3	318.843766666667	114.7556	173.9269	380.336666666667	168.358133333333	62.7123333333333	133.031633333333	95.2189666666667	77.6258666666667	115.617533333333	100.662866666667	99.4554333333333	334.020266666667	100.822066666667	188.948566666667	298.346666666667	451.9163	141.390866666667	873.850033333333	762.954733333333	749.492033333333
SOCS5	592.459666666667	390.875333333333	467.860666666667	332.846	326.949333333333	741.763	474.417	345.083666666667	502.643666666667	402.206	258.733	363.929333333333	354.274	541.552666666667	382.831666666667	337.171333333333	452.679666666667	386.961	271.662333333333	287.660666666667	257.024333333333
SOCS6	110.9815	127.412	87.46745	143.8735	104.22	120.5895	88.8577	101.3166	63.0048	80.08255	56.45995	57.30495	61.32415	143.4805	130.926	84.52175	104.802	115.2725	90.09045	93.51775	120.177
SOCS7	104.435	78.3751	40.06	23.3016	67.1465	57.9455	81.8273	70.3353	74.8695	14.7943	57.4215	68.4706	20.9133	112.252	15.9868	75.938	53.9023	61.5805	59.0688	22.2061	124.031
SOD1	4402	6850.02	8062.68	4214.45	7513.41	6163.57	5843.37	7023.75	6554.19	6172.18	6828.86	5514.33	6227.75	6568.14	6340.46	4417.39	5760.14	6243.82	6024.52	6029.83	6274.53
SOD3	506.971	1208.29	846.064	387.85	1502.95	658.572	764.486	666.028	1615.03	1075.9	982.166	703.924	734.011	759.337	886.237	988.724	846.007	968.627	622.111	611.099	757.439
SOGA1	150.863	166.919	100.12715	116.53	61.0497	48.46	59.53055	43.8611	82.1661	42.3133	41.712	92.878	96.25595	119.18205	108.81215	113.0735	110.99145	55.0005	205.1205	197.108	180.4405
SON	1568.01325	1302.70525	1462.6025	1707.62775	1168.88425	1754.397	1669.602	1734.9405	1355.15075	1357.25425	1785.62925	1492.87425	2001.929	1643.96355	1801.07295	1265.78975	1504.54125	1090.3295	1425.03475	1387.75175	1387.21625
SORBS1	289.12415	352.398025	1731.182925	279.7929	240.581725	205.443175	163.647325	239.65775	713.3867	93.6332	102.1047	102.24055	277.3036	247.763325	477.233875	129.1288	1364.34085	147.229625	187.24085	163.037525	273.61315
SORBS2	186.158	543.302	362.079	336.988	568.59325	1006.712	286.216	417.40775	1078.67615	517.0209	307.085	388.28642	301.9	651.28	159.485	174.73565	383.922	914.8118	643.7915	915.0575	476.0506
SORBS3	502.082	550.792	534.8245	330.0145	392.1145	595.1625	512.4975	259.25565	594.941	407.418	404.5695	422.353	490.3445	536.0985	367.3805	659.801	366.3785	948.843	862.807	784.529	710.986
SORCS3	2.34226	3.14147	2.41481	2.05116	8.84856	7.92153	2.56087	3.15489	3.63995	2.54416	15.0721	1.30766	3.75467	2.98123	7.99164	4.39197	4.171	3.25	23.7495	3.82235	6.83476
SORD	292.82255	322.4275	235.6345	463.012	357.2775	271.08	451.3325	336.3055	339.221	364.0785	316.877	350.1705	344.2755	231.093	243.536	328.3435	290.81	355.0335	298.082	368.6065	440.4085
SORL1	874.1365	921.3695	440.388	4569.88	1061.9555	543.0145	1600.5	2022.805	362.082	1018.859	1897.16	1357.6345	678.622	709.8515	679.765	653.736	548.8955	1570.4	1341.075	1275.155	923.1065
SORT1	125.0281	229.9728	401.313	185.53335	154.33083	240.74748	227.1641	215.49698	414.5244	182.032205	182.54371	221.74985	178.8813	180.735895	250.470195	360.88395	144.61915	297.4555	198.9359	194.1927	350.7845
SOS1	371.098	257.4025	319.397	225.2185	394.073	285.0145	347.7335	255.7805	312.9975	219.208	254.8355	305.217	516.165	320.0895	366.3695	360.805	526.7715	259.8065	328.0555	379.455	399.8285
SOS2	215.552712	202.39031	211.435824	192.859042	208.124098	242.50572	204.98358	240.16758	202.012508	185.704312	127.881374	164.451594	153.5963	247.268018	195.432168	212.583968	266.66041	163.411292	165.596804	183.06868	179.372556
SOSTDC1	7.21548	9.82566	7.44454	9.49851	4.65054	6.11584	8.10863	8.82702	32.0273	5.2436	7.31289	3.92611	16.5567	4.12733	7.92964	10.8452	26.6437	2.89792	29.1016	16.2449	10.8717
SOWAHC	436.881	233.608	368.941	424.596	354.613	467.6	345.277	167.79	483.263	268.54	157.213	330.714	410.868	206.679	311.542	244.65	351.976	354.547	247.839	252.239	181.064
SOX1	2.12386	2.18566	2.94054	3.86567	3.59759	1.83748	6.04336	2.32647	2.03596	3.6562	4.47651	2.52009	3.12654	2.23929	2.619	4.0224	3.14915	7.20805	2.21133	3.9501	5.28016
SOX10	23.0141	21.0625	34.79025	36.3372	41.64855	38.03865	25.859	61.7476	188.60365	46.09125	17.476915	37.14495	53.50835	26.0758	115.1376	88.80545	54.27555	35.10405	37.1781	66.38665	65.80745
SOX11	28.3168666666667	14.6251333333333	28.1021	25.9154333333333	25.0155	34.7822333333333	24.4346	23.7685	12.9169666666667	10.34009	38.616	5.31937333333333	16.8829366666667	29.4230666666667	10.6133833333333	13.5411833333333	20.5433666666667	22.2455566666667	17.7812833333333	39.1909333333333	10.28754
SOX12	103.346	61.656	88.4117	52.4813	109.148	53.2478	90.982	43.1691	53.2697	75.6025	95.0217	86.9031	100.062	82.6492	90.7262	91.2447	47.106	73.9714	86.206	118.322	73.8975
SOX13	251.368	403.08	284.2695	141.2345	287.4535	374.8105	190.6675	141.515	451.614	188.935	182.916	216.214	171.3555	448.536	132.5335	291.379	258.282	377.3995	366.4735	341.9635	361.934
SOX14	43.4271	11.1594	10.6054	9.88448	72.579	23.2485	31.3745	2.47049	5.67395	32.9102	25.6733	3.58688	28.7574	9.35567	13.8504	25.3814	15.0453	8.0507	36.9758	60.9786	9.69077
SOX15	160.468265	266.9579	163.0024	287.89016	202.66592	144.51515	167.09495	161.52605	179.92495	206.67	195.8134	170.48845	266.1865	164.0996	189.61095	267.69335	217.6483	200.5232	197.2544	229.49235	237.3215
SOX17	201.758	294.074	387.7	174.898	225.782	552.211	308.962	129.903	540.256	353.545	179.578	218.219	209.605	380.438	175.99	118.642	205.205	296.502	201.897	169.046	313.639
SOX18	173.148	137.468	177.399	97.6709	131.586	224.217	270.772	126.853	309.84	278.324	203.47	224.533	129.859	265.122	127.932	127.68	68.4184	288.079	262.784	124.141	168.994
SOX2	49.6011333333333	62.2904233333333	64.6803666666667	84.7079666666667	61.5626733333333	49.6373666666667	55.5251333333333	39.0355666666667	38.1447166666667	32.5484766666667	50.4641333333333	14.4894533333333	37.8648	59.0748333333333	36.35253	77.3876333333333	57.5592	51.5278666666667	52.5083	45.8121	28.6375666666667
SOX21	55.4999	114.547	33.9326	102.855	114.377	79.5281	42.8708	16.9566	33.8289	90.9601	10.704	80.9302	74.6216	37.5211	113.258	62.6035	107.711	70.5928	102.9	25.3927	21.483
SOX3	64.8258	33.9712	55.0595	67.1953	35.2349	36.2811	54.7205	28.0113	23.1179	29.6896	34.5238	22.8563	22.075	73.0331	47.7621	37.332	91.718	5.97006	7.32022	6.72045	8.56324
SOX30	3.87347	6.03062	5.39627	17.1219	33.9001	10.7019	6.439	8.97458	11.4526	48.8656	21.4942	16.063	30.7473	2.54251	4.65154	20.5381	7.13872	5.61071	5.57237	5.54794	4.97453
SOX4	874.43416	720.07922	346.76087	537.08262	343.06056	651.216	565.93396	496.2946	654.55458	625.09344	309.043282	539.07824	570.39054	899.67852	330.647756	682.2323	665.45708	716.11192	1028.318	759.15918	533.93418
SOX5	11.3018	329.524	137.234	16.4305	31.873	96.2044	7.4432	130.128	59.5892	46.9957	8.21858	66.0529	19.2351	168.557	11.3589	178.57	183.744	238.09	581.837	721.459	441.518
SOX9	385.439	295.25	485.747	470.751	206.7875	161.796	427.305	215.6755	293.981	331.994	130.992	170.568	207.015	286.553	193.963	261.0125	666.9685	233.325	274.682	308.1595	296.828
SP1	86.8884	16.784	63.0306	101.054	9.81829	28.593	15.7145	8.6093	67.5874	30.2251	58.2659	73.3134	13.9686	22.5397	9.48182	82.7267	132.371	48.9779	78.3141	56.6113	156.549
SP100	375.93638	303.136	375.57498	365.55278	381.8098	481.79406	462.74938	421.19048	291.25404	466.34024	432.74518	420.48592	389.52332	349.3202	298.68766	294.74958	289.24048	355.53546	273.75442	312.88708	359.92036
SP110	635.222	620.38365	602.265	722.2685	793.4465	719.6645	921.63725	842.093	696.75275	721.56925	572.1405	997.192	918.086	374.454	469.267	737.465	650.0715	793.0885	773.09975	788.1	665.29475
SP140L	552.477	303.072	239.163	307.84	216.939	276.97	599.75	533.138	285.182	270.063	417.198	472.643	707.405	321.84	528.675	417.026	573.928	227.92	296.812	301.748	308.542
SP2	278.05605	144.421925	271.72085	153.3137	137.72335	215.1802	137.89991	184.25194	141.02315	225.896675	267.5238	138.719555	216.53214	252.9001	222.1038	148.2734	223.7205	104.123235	184.2063	138.889605	177.46475
SP3	1467.76	1333.42	1966.11	1233.67	1125.75	1823.62	1337.82	1937.68	1292.35	1183.02	949.723	832.482	1021.3	1481.89	1117.33	844.095	1142.45	735.987	673.885	639.912	573.789
SP3P	65.3542	9.24222	16.3809	21.5646	19.2303	27.9046	40.758	47.4311	29.566	33.2515	18.018	23.5364	31.8884	32.3585	37.3275	61.3505	17.4971	14.3108	10.2006	77.2251	64.4385
SP4	56.2025	68.6425	66.1941	90.9805	92.1821	90.9289	59.2306	77.3097	85.5983	58.6421	64.3219	81.4611	131.56	68.6381	66.9622	120.766	80.3659	103.043	38.416	89.9797	58.1843
SPA17	130.944	202.297	152.361	99.974	233.411	176.752	196.794	287.237	155.283	165.224	137.66	147.005	215.737	178.184	196.267	158.852	132.079	145.142	115.739	160.631	124.323
SPACA1	31.4693	6.42387	8.16795	12.2145	12.7126	9.2752	11.9828	4.24525	7.06727	20.1952	4.05052	10.6256	8.69588	8.51472	5.91652	10.0959	10.4012	24.7363	8.28761	12.4551	26.9314
SPAG1	50.1982	56.8871	104.771	71.1106	56.2198	80.8491	56.4	64.9951	97.9894	46.6511	85.317	75.2857	32.482	71.5913	75.0078	79.8051	120.278	43.5908	75.6277	42.6931	43.8182
SPAG11A	20.2572	73.9335	25.2441	75.4287	63.564	55.0754	72.6124	21.8385	48.3285	42.7857	36.2502	3.92585	67.7751	20.6013	38.5833	44.5495	41.4797	7.65558	63.4819	67.4146	102.847
SPAG16	206.829	277.594	370.197	137.445	187.878	458.941	282.379	179.109	224.278	162.486	200.314	180.396	207.589	345.385	206.745	137.334	221.116	134.486	169.479	194.103	180.997
SPAG4	150.227	14.244	75.2035	97.605	101.935	22.6224	110.657	71.3423	67.0253	221.04	440.351	125.037	344.861	33.4331	547.802	78.7204	90.8484	6.07821	5.93247	11.6067	97.9739
SPAG5	126.342	146.477	119.937	157.35	124.719	122.861	181.268	201.801	153.783	160.012	153.534	168.86	208.958	126.725	167.386	146.088	130.005	123.91	89.0808	143.568	171.737
SPAG6	49.62335	97.7327	70.08985	74.7929	76.75555	36.95735	78.5289	60.4181	59.41605	54.70765	32.9351	52.1431	57.04605	70.1616	44.62605	82.5366	87.86725	50.9964	55.43515	54.30995	91.70885
SPAG7	1072.99	1309.95	1139.37	967.134	1574.29	1181.83	1177.59	1384.92	1418.91	1206.48	1768.31	1545.76	1786.64	1127.67	1409.89	1371.75	810.768	1543.71	1160.5	1276.34	1145.55
SPAG8	37.531195	26.15906	60.99017	36.96505	76.67304	38.72365	40.64218	54.588855	43.855805	37.80656	50.680605	31.144315	46.05512	57.59844	17.630475	45.24445	29.34696	46.397275	40.83404	40.285415	44.82845
SPAG9	386.017666666667	416.500666666667	371.496	764.112333333333	396.865666666667	441.823	391.114166666667	396.722366666667	415.231733333333	382.493333333333	228.838866666667	348.397	340.435	365.272	380.263966666667	439.73	507.430666666667	272.240333333333	339.118333333333	362.580666666667	355.678333333333
SPAM1	54.6686	54.9727	40.1045666666667	59.4867666666667	75.6401333333333	40.7883333333333	86.9201	56.9807	26.1262	42.3745333333333	44.1778666666667	54.2965333333333	63.9964666666667	50.3193666666667	59.0176333333333	47.0003666666667	52.8652	25.8320333333333	35.3446	41.2677333333333	35.2207766666667
SPANXB1	55.9206	6.93843	9.12335	7.72455	32.6659	5.80563	3.65765	6.00289	24.093	41.9646	10.1343	55.8294	14.4484	40.4199	34.7277	29.2907	5.26495	10.8585	8.27021	47.9299	9.78947
SPARC	8267.015	5036.45	4054.425	2698.75	3703.23	4436.265	6458.035	3774.955	3608.86	6522.035	4825.905	5809.715	5329.77	7383.245	3500.765	7320.45	4495.995	8416.305	6404.995	6147.51	3617.18
SPARCL1	10206.2	12998.3	11944.3	13115.8	9366.33	9683.99	9244.79	9928.75	10591	9756.28	10125.7	8221.6	10283.5	10948.7	7195.21	4914.7	11481.8	11868.6	13865.1	13901.2	7776.39
SPAST	124.5115	136.60545	94.25595	101.0645	131.74065	178.0445	182.5266	142.7529	134.929	158.186	138.9525	187.0065	122.79535	235.1846	166.01395	137.0635	96.2971	99.71845	118.5681	107.51575	99.51865
SPATA1	1.61642	32.0402	25.9777	8.02235	15.7185	8.11562	7.07783	14.1118	17.2814	28.046	2.2982	17.1906	12.3551	12.585	19.1164	7.32679	6.23617	9.19504	0.883852	7.47993	27.4968
SPATA2	121.4993	123.39975	106.79605	173.9159	153.6735	183.2586	135.6321	143.17135	202.717	196.648	185.381	146.78	123.54485	123.3453	138.942	155.79665	118.16675	162.7645	216.0005	163.724	160.79825
SPATA20	400.431	536.772	458.481	394.241	1017.73	796.065	1218.44	661.323	406.501	446.388	1166.75	693.294	841.553	1065.85	836.429	757.883	413.135	1548.56	1090.25	1065.44	1451.76
SPATA2L	358.681	325.059	209.718	426.136	218.013	238.825	267.151	280.029	212.702	269.623	261.626	211.504	233.363	224.813	258.27	339.54	210.744	249.166	256.018	328.21	294.298
SPATA31C2	1.94056	3.57116	3.08938	3.22055	43.6481	1.46349	3.68493	2.17537	2.65945	2.77934	1.57842	17.4284	2.62563	2.58915	2.22628	2.6491	2.33066	2.61968	3.57418	2.3304	4.59116
SPATA5L1	167.4499	137.467366666667	147.117866666667	279.648633333333	178.831666666667	167.9716	175.651233333333	177.367233333333	171.705433333333	115.48515	170.383133333333	123.165566666667	122.581566666667	140.433766666667	130.167066666667	124.340566666667	165.986266666667	116.773133333333	99.1353666666667	141.607733333333	107.9073
SPATA6	100.82155	93.60585	108.12715	22.100745	73.64689	71.50475	73.19255	48.6192	85.85215	56.00005	35.1621	52.18235	64.81875	63.0275	66.40435	73.91245	71.6654	82.1987	89.2891	68.13885	78.11655
SPATA6L	20.4359	34.6619	56.1617	46.8103	29.712	42.1268	33.1634	9.06649	7.00318	29.3059	27.9488	9.70138	27.8979	8.58377	11.2477	33.4614	29.4783	24.3553	30.3739	46.2668	14.5243
SPATA7	97.3297	128.222	160.072	44.2757	57.8243	126.433	218.353	99.4311	123.547	33.8831	88.627	61.5132	128.417	178.412	54.8614	46.8641	37.0622	129.03	147.929	181.075	25.3505
SPATS2	304.512	157.136	170.328	90.7128	167.834	240.772	245.813	156.246	183.816	216.754	260.088	276.984	393.934	234.016	489.14	169.778	143.716	210.682	214.518	150.027	194.34
SPATS2L	1436.9545	1205.272	1280.3485	632.568	1282.138	1464.7915	1769.0175	1141.4555	1329.694	1415.6845	1367.837	1419.28	1662.8505	1343.7555	1029.97	941.4675	1201.212	1241.975	1097.857	882.775	864.1655
SPC24	10.3496	12.2838	15.6864	19.2647	18.5182	23.5045	22.5531	17.2185	18.3371	8.93458	14.5794	6.81735	32.0109	16.7938	20.8636	23.3615	30.4197	19.6214	12.4901	14.7241	34.7188
SPC25	47.9174	28.533	23.0118	47.1406	37.7781	23.6509	87.1775	74.1645	50.1497	67.3437	16.5554	47.0107	85.967	51.038	62.7421	67.7733	10.4723	59.1899	70.3482	41.4189	46.2597
SPCS1	2588.65	3161.37	3290.17	2854.52	3151.25	3156.9	3453.51	3371.74	2604.59	3664.61	4722.24	3749.68	3991.77	2714.36	5094.58	2821.45	3227.99	2724.33	2929.09	2950.45	2946.92
SPCS2	2933.37	4250.41	3903.725	3782.88	3651.65	3423.82	3451.57	3575.385	3924.97	4626.12	5299.075	4530.165	4733.645	3921	5553.835	4672.715	4199.535	4148.345	4199.735	4195.985	3944.46
SPCS3	1107.9895	1167.752	1036.2035	1366.2255	1803.177	1561.441	2237.9075	2533.3915	1107.2685	1650.793	2048.307	1501.22	2228.288	1109.833	2948.629	1004.048	1705.8645	1599.3	992.4715	975.683	993.047
SPDEF	171.0561	76.87034	115.01568	128.68872	58.2063	56.22704	36.77384	46.45804	77.21496	89.39254	45.14862	67.03324	58.48478	65.93456	63.470764	127.54014	170.67546	71.42194	93.2307	144.19778	99.01334
SPDL1	117.385	114.116	92.2735	109.929	109.668	130.199	150.485	116.917	137.917	116.168	115.073	111.377	211.74	202.419	147.113	129.649	126.488	89.5963	26.614	123.26	118.436
SPDYE2	258.17	260.078	200.548	193.755	130.341	97.9223	117.192	89.4611	107.196	27.7157	84.5866	93.7444	181.039	223.739	132.898	302.683	189.716	114.15	189.175	206.357	330.256
SPECC1L	607.903	559.052	427.489	253.43	423.485	512.073	541.61	431.816	606.354	330.982	507.562	549.674	456.485	490.882	318.371	468.259	323.23	570.3	440.605	505.608	473.254
SPEF1	149.28	137.6	82.8401	171.086	245.728	177.534	96.9535	85.92	77.7049	93.1917	113.013	106.994	129.086	95.9023	99.0298	148.518	155.863	88.6904	82.0942	126.33	126.002
SPEN	467.55365	639.5935	549.862	660.0345	445.4365	606.472	605.756	525.7211	682.15645	437.9995	614.71275	502.211	579.98405	492.1046	370.4632	543.96	636.971	513.0275	789.0885	610.999	561.105
SPG11	1123.23	1104.61	1383.33	603.231	1295.71	1613.33	1246.88	1652.7	1349.34	1191.6	1454.04	1286.35	1684.37	1709.93	1728.33	1095.58	860.205	940.368	1005.12	1218.8	1140.28
