geneNames	GSM302859	GSM302864	GSM302866	GSM302870	GSM302872	GSM302882	GSM302896	GSM302900	GSM302924	GSM302927	GSM302933	GSM302943	GSM303364	GSM303366	GSM303368	GSM303520	GSM303522	GSM303523	GSM303525	GSM303531	GSM303533
A1CF	190.498	235.157	275.108	233.592	225.413	244.809	282.163	178.05	169.029	98.7044	133.544	195.633	226.688	205.375	197.187	227.226	266.324	158.974	152.87	114.74	201.689
A2M	9714.11	9136.96	10259.8	3835.92	6825.96	7329.48	8330.7	7587.02	8703.69	7509.67	6676.64	7730.7	8211.76	8268.82	8152.4	5768.82	3718.83	11731.5	9162.16	8088.45	9098.64
A4GALT	148.533	337.718	118.455	83.858	297.64	273.913	162.625	206.924	271.695	317.588	198.036	224.493	193.068	208.961	214.419	285.23	90.5289	478.298	353.121	446.39	261.373
A4GNT	286.824	191.108	166.47	153.82	216.526	100.443	146.067	117.974	189.406	98.4057	101.988	96.7412	159.091	220.52	186.536	180.377	123.731	157.024	132.166	172.188	213.736
AAAS	138.127	169.162	275.023	55.1358	97.6409	117.794	234.918	173.7	234.865	207.89	145.513	148.36	362.953	297.441	272.402	260.354	145.414	396.506	328.971	294.181	328.613
AACS	393.772	470.084	518.463	536.152	614.1	358.532	367.265	449.924	353.341	348.405	242.689	342.029	415.172	419.813	390.75	423.079	614.407	298.489	448.479	431.477	392.647
AADAC	7.57806	25.0606	17.1496	23.7656	18.919	27.1539	18.8658	18.055	39.0351	18.1168	8.80338	13.5183	9.34293	21.7102	15.0136	19.2486	21.804	5.14882	14.0299	22.6162	21.7312
AAGAB	192.49455	234.13085	162.49305	208.8983	212.52575	243.17325	257.91655	290.0682	165.92175	178.43005	219.31005	212.1007	261.61035	174.0755	168.0229	181.58995	241.7743	189.15395	199.1112	201.0595	182.7789
AAK1	204.066024	190.005392	149.748746	165.46092	165.692788	130.046088	170.336878	180.070714	130.260114	130.84112	162.767004	137.159434	223.543902	171.407118	157.827512	148.899924	167.46648	133.096928	213.69922	180.024762	197.328074
AAMDC	187.3337	312.451716666667	417.3729	159.394066666667	230.790383333333	272.18571	207.118393333333	199.82689	270.48515	266.185396666667	240.706166666667	284.678283333333	250.290133333333	262.069243333333	200.626166666667	241.26511	173.917596666667	283.795133333333	392.00937	305.1723	306.26542
AAMP	496.565	476.929	492.82	674.686	468.607	420.745	466.934	465.667	444.495	469.41	411.924	363.763	543.091	406.486	429.568	533.578	608.287	557.954	660.943	584.256	674.208
AANAT	2.9399	3.23434	5.65352	10.3123	6.87249	6.45889	13.5982	7.03585	3.07293	9.43214	3.558	6.38833	7.15331	5.38908	9.23643	6.97004	6.50864	4.95648	8.25281	3.53917	6.86465
AAR2	632.928	638.031	599.159	645.468	673.716	580.509	659.782	607.188	677.224	622.858	541.08	503.061	737.366	619.955	520.304	583.145	675.479	699.302	627.857	714.845	534.63
AARS	1449.14	2133.7	1575.9	1357.14	2072.77	1834.49	1869.23	1411.2	1544.83	2047.82	1862.13	2028.48	2328.94	1705.18	1814.3	2056.89	1695.63	1968.16	2377.67	2059.85	2115.15
AASDHPPT	581.3915	486.3955	639.9835	913.082	420.259	699.2945	591.7345	629.1475	617.0815	553.228	464.3465	577.823	530.9795	659.9665	718.1185	445.436	960.271	342.908	333.958	330.301	421.2515
AASS	138.2415	100.4041	251.3305	96.21335	69.6304	47.73255	36.87205	53.06195	48.3272	100.17165	39.19225	90.07475	67.73985	90.00895	61.9542	50.50215	180.0015	27.470265	103.48335	95.59465	101.86105
AATF	537.575	580.495	605.016	1592.33	688.167	731.214	705.852	658.403	748.834	519.905	823.456	549.839	748.277	558.386	575.598	358.561	782.707	530.674	579.931	601.903	491.798
AATK	473.251	170.212	345.21	659.908	217.293	272.721	319.067	213.808	277.318	210.355	117.589	183.625	280.384	152.494	214.126	240.857	245.217	294.031	251.12	270.479	254.342
ABAT	111.372333333333	195.113333333333	150.526	68.9085333333333	143.952666666667	99.5690666666667	131.9063	149.934466666667	61.9356666666667	112.958066666667	103.7809	136.426033333333	110.276466666667	101.460233333333	112.207	75.4637666666667	66.5851	97.5859333333333	155.852266666667	150.743166666667	87.8231666666667
ABCA1	795.5643	1186.7518	1485.24991666667	1323.2787	562.322	1651.7129	854.674466666666	850.058833333333	839.878666666667	764.757466666667	1114.8558	816.755466666667	688.863333333333	790.690833333333	1451.23006666667	1053.38633333333	1198.4321	805.255733333333	1089.52066666667	1076.5505	730.159
ABCA11P	71.6303	97.5211	140.021	118.906	16.6522	91.1721	108.319	67.0303	121.977	82.0257	85.9435	70.5252	101.047	96.8638	54.2728	46.8123	93.9358	91.8136	92.0151	17.3929	59.3321
ABCA12	3.78412	14.3721	15.3815	20.5958	5.80048	24.3679	30.1108	17.8654	23.8101	36.7602	34.0184	27.0323	50.7014	16.5222	32.3163	44.8638	32.1026	3.84067	1.32248	49.7147	45.6577
ABCA2	164.3788	153.363686666667	104.591086666667	147.37912	139.644026666667	129.616593333333	158.181706666667	95.5444833333333	154.438436666667	137.648746666667	124.864783333333	159.97131	165.074126666667	185.07149	121.554243333333	190.3677	120.19654	228.8382	237.03843	254.778276666667	171.66652
ABCA3	93.571	166.896	154.4	142.73	63.3345	232.473	113.51	137.776	345.399	93.8451	142.618	116.298	36.553	189.164	100.663	114.66	134.412	334.869	288.043	191.905	209.036
ABCA4	25.9761	47.1433	24.2619	85.7329	30.1828	21.5279	26.9175	10.3483	11.8057	34.1791	7.53741	20.4744	24.3424	20.0205	8.52704	68.7953	118.857	24.0339	34.6273	40.3764	23.343
ABCA5	353.544	332.231	572.31	135.123	181.98	251.512	262.399	406.096	373.756	195.307	274.289	267.871	328.866	433.709	494.607	237.01	269.715	207.954	468.552	507.687	433.753
ABCA6	189.047	421.647	560.808	59.4701	184.301	276.821	211.561	192.749	428.565	331.248	217.212	470.945	152.953	242.483	544.161	330.686	126.221	89.4781	210.876	236.019	292.31
ABCA7	165.452	178.737	162.595	283.145	202.379	132.207	218.729	260.944	150.22	244.076	248.587	219.342	337.9	161.488	199.444	156.975	165.383	145.213	231.489	350.162	229.687
ABCA8	629.52	839.26	2730.34	411.992	1093.74	1220.7	359.636	237.403	2219.22	83.3319	333.916	147.294	627.029	251.807	661.617	52.7237	1324.8	556.669	1071.35	1197.67	801.05
ABCB1	172.97	168.893	167.736	86.9725	170.529	235.127	213.21	162.47	223.726	137.921	182.324	131.572	295.849	216.125	100.166	77.7653	93.9776	143.466	178.541	117.446	217.355
ABCB11	27.856915	55.21015	29.146695	36.33265	48.20295	35.8171	32.42119	28.199275	10.0688	13.173485	16.452	12.7255	52.40765	10.329135	9.46778	49.7069	32.68979	12.43596	41.97735	20.8112	20.31085
ABCB4	145.896	90.9683	34.2286	50.6134	26.2717	58.4176	62.9445	44.756	87.616	73.7335	87.0517	79.8089	96.6432	135.467	52.5818	58.9985	5.40468	144.818	88.3871	64.7426	26.8074
ABCB6	227.528815	133.81243	208.721735	22.061965	261.87335	173.591915	184.322295	173.327695	153.60674	190.1924	116.546315	95.75387	240.39558	208.855715	148.146705	222.487125	139.037335	117.830805	128.62115	154.148435	186.845325
ABCB7	294.717	374.471	336.702	255.634	336.963	399.25	281.451	333.47	363.3	315.298	501.671	428.759	313.192	427.842	272.438	333.083	226.934	393.636	362.619	394.669	347.138
ABCB8	44.5344	13.613	15.8208	26.5137	29.7076	24.9635	4.78464	10.5897	8.88315	52.7772	9.89494	35.1028	64.9507	52.3051	38.0422	67.2564	13.4795	101.635	35.5776	40.9325	127
ABCB9	50.10915	34.70375	63.87175	22.8458	65.4355	51.06215	41.83895	31.40425	38.64315	37.7255	52.9802	23.61665	39.4652	15.93336	38.02325	94.59605	24.97525	60.3178	64.22445	92.51095	38.0808
ABCC1	712.288	547.4695	389.4975	752.969	674.7955	593.172	495.4755	593.693	413.117	460.374	513.538	585.0815	591.949	719.9505	626.25	773.025	773.177	715.787	534.847	509.164	482.1805
ABCC10	503.4565	428.8345	375.911	288.261	575.5845	394.609	522.0425	553.532	321.3405	344.935	325.722	399.561	540.4395	584.9445	487.4525	413.215	320.0225	459.308	398.722	433.5695	332.28
ABCC2	7.46634	20.109	22.9629	7.22948	240.336	84.4635	5.27196	7.25531	68.8612	59.4971	21.0158	21.0017	60.2248	23.3062	40.5823	78.7149	101.063	91.3756	62.0253	13.1918	15.8801
ABCC3	151.7507	492.39655	277.68915	272.1986	159.159	121.52135	329.60375	418.598205	129.8123	221.6628	484.55	272.234	273.4652	505.313	499.8295	583.7655	90.1075	616.891	1004.57	1334.71	847.34
ABCC4	257.776	181.327	161.679	252.307	212.222	245.304	339.192	372.109	122.15	363.169	145.665	318.697	265.576	274.013	355.296	286.358	170.137	147.613	82.1456	77.5188	153.92
ABCC5	842.799	785.77	716.287	393.551	452.523	711.053	654.163	568.89	582.866	478.394	337.421	490.442	776.457	1029.74	586.124	625.88	417.826	562.704	1060.29	1028.09	1121.03
ABCC8	10.47916	8.63667	6.619495	15.11632	9.164055	14.783985	11.209	5.1536	8.50221	9.256675	4.894425	5.11504	8.13103	13.33735	8.29382	16.8061	12.80875	7.662755	13.88315	15.34005	10.109055
ABCC9	120.6736	59.7780666666667	124.353833333333	74.5592666666667	122.794766666667	93.8798333333333	105.9125	48.4503666666667	87.7900666666667	71.4708666666667	42.2378333333333	77.1574	92.3265	94.7961666666667	72.9346333333333	97.6014333333333	82.6833333333333	112.008	89.0785	73.9242666666667	77.4005333333333
ABCD1	311.386	424.823	318.076	373.888	525.991	418.853	297.483	367.976	312.123	407.854	348.971	202.073	268.995	236.175	409.348	394.095	309.611	520.837	463.636	476.319	316.48
ABCD2	13.4557	40.2022	73.4186	9.44783	64.2819	23.8528	50.1493	52.7344	49.4949	50.3275	62.696	42.3634	54.2647	42.2123	52.8209	30.867	27.6275	11.5173	13.0805	15.6792	9.44783
ABCD3	754.849	522.604	682.214	461.101	379.041	630.106	715.735	812.002	619.572	577.971	444.986	391.885	468.845	800.407	568.19	390.728	709.349	442.679	583.092	577.025	430.657
ABCD4	256.74405	279.4196	228.6515	151.7525	239.3283	183.3577	185.4057	190.8122	167.3716	190.3665	145.8647	172.79845	218.34915	236.6316	174.051	158.25085	156.63365	149.7766	191.27585	201.2118	270.8286
ABCE1	919.0715	495.737	766.4135	1618.09	560.6965	606.9785	680.9565	641.9785	614.2615	551.992	586.66	552.359	529.1495	556.4475	727.041	452.473	1507.47	495.867	388.857	424.0855	525.2935
ABCF1	1373.63	1394.57	1034.79	2457.95	2057.09	1658.9	1889.82	1787.71	1389.37	1545.83	1616.62	1682.84	1285.85	1242.95	1421.04	1512.8	1709.44	1105.05	1197.86	1316.71	1467.28
ABCF2	266.70262	155.67138	203.42962	726.35982	235.1186	228.13574	248.37946	214.65054	226.4938	203.7754	205.13496	219.2998	236.40668	189.97886	197.89568	224.41496	538.51826	186.68436	221.78108	214.8532	196.03422
ABCF3	383.795	473.702	331.501	463.88	580.341	368.466	513.949	364.203	269.974	477.601	293.728	378.809	453.564	424.462	478.17	462.362	433.734	398.299	462.626	631.574	329.007
ABCG1	292.321	384.984	300.5765	477.377	393.348	908.356	452.0265	447.535	333.579	522.3485	556.1545	606.085	324.376	379.0835	488.857	586.4785	263.134	355.1	454.5785	385.153	214.9385
ABCG2	209.573	314.018	262.832	90.3699	180.912	278.5	208.289	284.827	342.817	126.733	164.295	165.126	188.801	168.966	89.8529	82.5113	111.038	154.397	204.687	186.585	463.628
ABCG4	104.637	127.249	124.575	141.674	161.455	100.371	105.904	108.894	53.389	134.642	119.844	83.9239	132.537	115.542	95.0824	156.374	136.496	121.197	180.619	128.311	134.751
ABCG5	5.21357	17.875	9.69776	4.36865	19.509	4.13854	7.30091	8.29172	11.2115	34.3623	5.482	3.14566	6.49191	3.646	3.98235	4.95257	37.9436	4.05527	3.74162	5.7752	9.00533
ABHD10	777.285	1172.53	1209.65	518.952	1885.93	1411.28	1476.7	1721.26	1351.03	1077.91	1373.56	1112.94	1130.6	1008.31	1054.88	866.967	520.368	1082.2	1125.67	1197.31	970.283
ABHD11	406.232	503.021	423.259	311.023	648.567	322.218	362.635	335.912	314.171	314.125	477.087	362.656	382.349	277.338	411.361	462.161	374.634	437.204	577.256	415.103	302.264
ABHD17A	1792.07	1551.07	1471.59	990.065	1288.74	1447.63	1644.55	1446.41	1407.27	1326.86	1609.41	1680.62	1409.45	1317.25	1259.7	1050.31	1153.81	1773.38	1411.9	1410.08	1441.23
ABHD17B	233.121	148.649	170.998	218.865	165.584	158.406	154.972	92.8421	211.694	247.994	170.67	274.877	188.143	196.739	176.593	192.359	210.454	128.482	110.342	170.668	178.694
ABHD2	328.83995	328.271875	223.366325	352.981	362.35335	490.18805	348.32405	369.380225	518.95025	438.106475	147.0261425	355.148	215.3837025	359.0103	255.73	661.39575	209.646825	790.9205	380.69125	372.27325	399.28725
ABHD3	286.277	424.517	519.934	472.565	296.08	485.807	530.674	485.891	220.741	178.649	256.378	273.948	549.764	499.672	517.939	206.864	340.997	145.816	250.634	174.927	233.348
ABHD4	787.529	589.783	772.547	404.946	817.211	1033.44	964.734	676.553	871.17	814.459	489.793	514.04	736.378	871.299	600.657	822.849	629.282	981.053	694.555	530.725	1139.59
ABHD5	162.895	111.752933333333	563.782666666667	274.653	152.596633333333	113.3961	189.478	123.135766666667	131.9797	119.2757	124.2065	119.5195	202.673666666667	135.067266666667	171.149466666667	112.011833333333	345.896333333333	61.82055	88.9713	109.791766666667	143.7515
ABHD6	156.324625	278.254375	213.398375	155.049025	207.24735	249.8163475	136.19685	200.0389	272.1896475	179.08425	225.9195	189.6682	168.703075	206.6040175	219.858275	155.224975	164.5061	324.64935	435.86665	375.0987875	318.0186
ABHD8	18.1875	105.003	12.4028	10.5115	68.9396	33.4588	50.6156	61.9577	73.0111	27.6625	56.5641	82.7561	83.708	51.9375	86.7586	50.3099	17.9752	103.403	90.0069	63.939	55.7456
ABI1	681.1435	600.5665	675.837	856.8665	573.601	867.2615	723.186	822.7495	653.977	757.6825	667.4795	788.199	709.872	1001.3445	993.0625	788.391	759.132	511.7605	482.09	511.112	467.1885
ABI2	329.9155	261.65815	213.0341825	215.230695	215.286795	170.806825	246.399425	123.597385	140.2446475	173.8490525	99.9447125	130.3529425	199.50806	246.930925	191.80455	196.9103	219.348525	250.911255	192.5701	212.83685	256.39185
ABI3BP	188.439	201.298	137.001	675.229	72.2396	125.394	300.655	132.916	67.9091	47.3564	48.933	67.8108	244.004	201.298	289.507	197.782	453.551	53.6246	326.293	460.767	380.643
ABL1	2852.38	1720.75	1488.78	1315.15	1654.27	1426.51	1819.15	1273.19	1776.41	1874.29	1197.47	1588.63	1453.15	1664.55	1481.96	1570.3	1660.12	2143.32	1706.02	1897	2820.04
ABL2	215.822	208.408	188.959	303.693	228.96	217.68	168.364	156.78	124.978	134.71	100.046	134.808	195.664	213.683	130.597	253.008	280.953	117.327	119.753	124.14	266.804
ABLIM1	1199.501	2119.733	2148.1215	501.917	1264.864	2350.7615	566.8869	688.3015	4656.975	1067.328	1574.0295	1045.6795	943.262	1519.0825	829.3585	555.712	1274.1085	1555.4965	1899.1845	1403.3095	1083.526
ABLIM3	668.603	315.155	793.05	85.1095	237.038	348.393	311.987	177.759	506.103	310.824	256.286	230.441	298.895	307.407	314.611	277.215	258.418	450.476	325.122	224.908	374.359
ABO	11.95441	14.828	37.02844	44.7315	25.7129	47.98292	47.886235	46.728585	41.30899	51.095355	39.992385	12.212025	31.736715	73.624615	27.43165	43.1701	68.68435	44.56386	16.48685	47.0202	72.03545
ABR	890.064	1291.4665	769.0705	707.436	779.675	1076.514	1065.1995	1387.675	1063.6145	820.677	693.0785	785.871	602.2965	1328.877	598.0795	1241.129	607.055	1303.449	1219.8925	1149.4835	873.7205
ABT1	411.027	402.308	262.243	607.236	392.743	360.927	406.206	489.724	467.359	526.808	748.347	543.867	472.495	284.769	410.175	426.303	379.461	439.266	415.42	338.888	447.187
ABTB2	154.619	353.112	153.847	266.861	247.441	276.871	114.049	115.417	242.888	131.439	111.641	106.94	116.277	144.465	122.728	72.0116	246.639	166.526	150.101	256.293	277.015
AC003989.4	24.3408	85.6775	157.078	49.1802	18.9408	20.7608	35.5534	53.0404	47.4679	39.23	22.6056	12.8461	20.9575	17.2519	49.3261	15.6568	37.451	48.1067	61.0236	111.317	21.6042
AC004692.5	368.624	334.087	462.375	319.959	117.521	189.002	302.76	146.195	81.1358	176.844	168.468	142.613	276.949	208.905	129.634	85.3251	361.644	117.706	103.45	143.205	48.0698
AC004941.5	102.94	58.253	74.653	160.906	20.2232	21.2066	56.6549	113.64	101.079	29.6699	18.894	74.6584	13.4154	82.5383	70.1501	31.9179	115.783	132.779	76.1827	24.5231	107.693
AC005838.2	18.7647	12.4935	14.3405	36.1235	32.1872	12.7208	40.2632	41.488	14.746	56.239	33.4392	6.31405	12.2764	53.3341	16.8699	86.4066	43.9659	63.3797	15.6865	7.44272	52.3573
AC007292.3	58.4277	18.8663	34.8174	79.1136	35.1828	8.87452	13.8056	61.3199	32.6239	3.11456	44.5017	70.3578	13.7087	48.9985	83.8647	33.6485	40.1774	59.9365	112.648	63.4262	39.0348
AC007389.3	98.5004	228.596	211.931	64.9521	223.546	167.507	174.789	38.1315	38.2472	98.619	24.3298	89.3585	180.36	159.416	131.292	201.576	320.035	67.7931	41.3009	32.106	88.7584
AC012065.7	60.9165	19.1431	55.9876	38.8517	44.6329	74.3794	79.7663	50.0003	99.8781	42.7247	244.089	85.1581	98.6164	50.4506	51.1315	71.0813	46.2068	82.4084	52.6966	38.9141	70.0217
AC068039.4	160.749	169.747	125.537	157.492	84.9116	82.3503	49.0479	69.6361	89.5056	73.1578	81.083	57.191	140.868	127.676	61.595	140.338	186.82	71.1137	168.086	150.413	125.472
AC074212.6	11.1687	13.4444	9.42593	18.7903	9.38508	10.0641	7.71028	10.7264	10.5028	14.1445	14.8625	7.54612	10.317	7.9504	19.8816	23.0924	9.92601	8.65206	31.1895	24.5526	15.868
AC084219.3	5.1946	41.3237	4.41088	3.94783	9.32029	4.76963	7.97838	10.772	1.64458	8.28029	4.02155	6.8864	3.4421	7.48621	38.0929	41.298	28.0557	7.16887	27.4728	4.64009	38.7409
ACAA1	551.4545	587.077	466.79	468.07	495.541	359.4845	543.6165	494.3115	438.842	493.4295	580.3505	477.875	529.858	406.79	499.55	580.618	386.6815	694.595	361.707	565.467	556.807
ACAA2	350.863	398.55945	691.2435	133.0884	397.83635	284.5227	338.3639	301.5132	685.09115	579.249	637.546	455.6328	440.9502	438.9909	452.85885	420.719	455.9086	529.5855	360.1955	525.3795	526.576
ACACA	71.7508	164.5607	389.5937	469.6465	220.734	285.5522	142.15025	200.85085	283.90275	49.98285	119.9634	165.57475	118.2053	208.4976	59.6929	178.83775	317.6798	213.3683	213.61685	247.6524	164.61215
ACACB	267.617675	387.687525	4533.312	93.61215	273.682225	163.9037	122.041525	134.099325	621.987225	108.963125	119.7968625	109.0990025	265.654975	191.13305	373.363375	151.127225	868.44475	247.02095	396.3919	383.730725	248.064
ACAD10	313.755	284.892	187.127	228.884	264.146	189.115	206.222	209.135	173.394	235.53	222.508	300.919	323.273	221.559	226.049	350.547	181.353	499.198	446.649	271.369	423.536
ACAD8	418.231	454.32	503.391	321.119	326.248	342.035	354.337	232.624	368.3	345.043	411.856	404.088	482.147	564.608	477.233	312.136	313.621	263.041	392.914	345.656	290.665
ACADL	16.460985	8.27677	230.3965	38.153105	76.03265	25.28176	42.3987	19.048645	182.972	7.672995	4.404625	17.1281	40.165365	7.966685	48.80025	20.37545	83.37385	21.03607	29.31247	23.57043	28.21023
ACADM	877.761	332.933	1760.25	406.03	492.566	643.04	543.928	526.262	537.538	408.762	486.88	376.369	699.66	726.11	807.766	248.446	671.605	272.112	296.925	349.804	487.768
ACADS	439.286	336.479	474.145	197.175	381.858	169.656	210.415	307.737	362.556	408.835	325.621	221.074	355.455	239.317	327.815	348.913	201.78	584.867	371.48	276.555	377.315
ACADSB	9.24882	31.0018	29.8128	33.9834	4.08785	16.4911	8.88447	15.4672	39.1364	45.7116	50.5615	36.6987	32.1521	29.8257	36.3768	16.3199	35.845	24.8122	42.6313	41.7296	40.8851
ACADVL	1765.18	2154.28	3053.52	1994.42	1990.09	1459.82	1715.46	1988.44	3306.48	1259.48	2306.74	2060.11	2545.55	2559.26	2157.23	1633.62	2274.25	2373.04	3343.54	3470.11	3855.36
ACAN	193.866	154.5992	100.8031	162.558	191.287433333333	160.553166666667	271.949	206.587233333333	206.486333333333	217.213666666667	110.951933333333	178.944466666667	196.577	334.703666666667	193.149566666667	321.246666666667	173.091	460.268666666667	97.3986666666667	203.853433333333	184.473
ACAP1	98.30745	16.63835	34.049355	83.8302	153.828	19.2034	182.4815	226.42125	35.98535	197.2885	559.9455	328.3965	308.4355	62.11865	142.15935	231.8565	70.3465	32.09305	53.35535	63.86575	80.9551
ACAP2	368.8688	417.4031	508.5075	318.8872	323.3945	379.32375	461.3172	432.4031	251.3143	309.82285	220.3744	225.49785	282.24645	443.3258	375.84355	293.9455	306.4146	255.3179	184.36875	214.4594	195.94145
ACAT1	1619.33	2170.72	3573.92	914.893	2376.45	2841.79	1437.42	1844.83	3249.77	1835.95	1777.53	1900.83	1940.19	2222.8	2395.18	1574.22	1606.45	2086.07	1847.73	1644.38	2383.38
ACAT2	259.795	317.371	228.633	157.445	219.833	279.156	304.245	262.704	285.296	229.282	401.212	301.008	350.867	296.333	294.589	264.95	256.253	212.177	244.502	328.064	316.413
ACBD3	914.316	1158.225	970.8105	810.8995	638.4815	875.8685	704.3005	773.45	601.3705	542.9915	664.8975	524.2225	501.847	813.675	617.4215	779.7115	1011.439	703.0865	749.2065	828.699	707.4815
ACBD4	187.877	171.228	289.11	51.684	124.815	207.359	164.31	228.905	300.896	273.113	380.829	196.043	397.76	329.241	387.325	229.232	203.609	444.514	459.73	301.76	302.493
ACD	367.072	354.536	289.044	91.6909	151.578	284.757	166.269	205.144	398.219	305.673	419.477	282.698	329.559	316.454	227.149	248.473	143.314	142.886	348.212	412.505	265.675
ACE	62.5492	61.032	19.211	79.4013	106.304	38.2278	23.7642	16.8879	48.1173	78.5827	56.106	69.0785	75.2421	40.0223	97.2245	239.799	40.1287	232.516	111.184	122.733	111.647
ACE2	24.60529	21.1271	188.091	34.38405	31.43105	18.368415	72.02385	37.36125	32.11895	42.1955	40.41045	39.23855	45.7715	50.283	31.09689	46.80255	64.25765	11.00522	24.532985	18.905235	26.13435
ACHE	14.0729666666667	33.2883	26.9859933333333	21.59243	100.800666666667	28.7521633333333	23.00725	42.7565333333333	40.2942933333333	51.6656866666667	39.5957566666667	56.46568	39.7818466666667	34.9105866666667	47.1331666666667	56.6461333333333	15.9871666666667	36.5897833333333	58.6811333333333	23.1819666666667	36.48317
ACIN1	526.072	307.291	347.064	480.112	224.895	287.922	262.369	286.943	416.229	231.376	404.081	280.166	564.151	514.349	412.343	533.776	490.597	430.895	779.91	635.305	699.193
ACKR1	6088.63	3322.28	3928.94	2315.79	1531.77	1696.55	2421.83	1389.48	5002.52	2464.26	2733.18	2720.64	3424.06	2018.42	1910.68	883.105	4210.52	2481.96	2838.15	2258.53	2843.25
ACKR2	97.0289	113.129	72.2735	90.2312	104.758	60.2923	101.234	94.6263	86.9552	42.6505	19.2934	35.0879	67.5602	18.3696	78.8301	27.7605	172.144	104.364	64.7278	67.9115	132.84
ACKR3	1310.67	3386.2	3898.54	2981.93	3862.33	4099.43	1121.53	3584.12	3009.05	2449.16	740.998	927.805	1375.97	2684.81	2919.47	1689.14	5404.78	1741.24	1593.96	1619.54	2879.29
ACKR4	27.1228	40.524	216.703	4.92104	69.7968	92.2129	9.0408	45.6365	56.2457	73.19	20.9237	32.8736	5.87465	20.3565	9.715	2.86478	30.7737	37.644	32.554	42.0029	51.5751
ACLY	1222.53266666667	724.823333333333	867.264666666667	1404.18333333333	942.576	1117.121	1109.04433333333	1347.63933333333	1179.02233333333	1331.84633333333	1327.08433333333	1407.46566666667	1286.26166666667	1394.73	1091.14333333333	1365.85533333333	1465.88066666667	1450.772	1033.331	958.046333333333	1297.37066666667
ACN9	81.8143	62.7769	96.2491	114.226	87.7852	72.1409	82.8234	113.111	40.7045	59.7365	47.6163	32.5278	70.7865	91.0312	77.414	50.5286	110.637	41.7396	60.3889	35.6399	51.457
ACO1	1393.58	1691.1	2897.08	1189.25	1491.07	851.752	1386.09	1802.18	1213.17	833.576	1108.57	1186.34	1130.56	689.411	1574.26	1646.09	1710.77	848.446	1002.4	1006.07	1031.99
ACO2	267.93105	286.0737	595.3328	182.514205	545.7823	459.4855	298.0613	405.3065	710.65315	560.7534	812.6855	769.0864	687.89615	593.75325	767.83455	527.24225	313.84505	508.0316	499.37194	527.8887	551.596675
ACOT11	112.92665	123.7681	75.63545	121.1371	68.887	72.4718	72.53165	65.6798	90.63045	67.04295	33.4869	71.64205	103.4001	128.26645	66.80055	123.97875	80.1937	91.7629	118.61475	140.45765	132.75862
ACOT13	530.121	493.825	739.924	349.77	811.847	708.468	632.891	645.171	801.352	726.228	875.798	714.229	915.275	665.091	1025.21	738.174	629.644	1002.79	799.972	670.739	823.908
ACOT7	222.7467	246.25925	172.31205	253.272	514.5135	272.3605	327.5385	729.3	288.7455	469.326	421.3415	411.5655	376.1325	487.372	506.787	646.187	186.53835	526.782	422.3485	425.4115	421.421
ACOT8	276.801	241.082	221.391	198.236	328.178	248.357	379.849	229.019	142.156	303.132	247.64	257.059	370.378	208.414	235.217	291.447	181.859	285.924	328.974	216.743	328.508
ACOT9	671.979	1282.25	768.233	829.965	838.78	864.628	662.348	1070.45	782.491	911.886	982.303	854.985	656.429	1052.23	1123.02	921.143	667.702	786.914	775.196	923.71	1170.37
ACOX1	89.336635	60.735375	112.94971	108.2681	67.086525	94.617525	116.92406	89.2958975	90.596455	89.4096975	67.1385125	89.3152325	95.30774	89.229055	89.33036	118.828125	140.177725	83.175675	72.79775	80.31675	108.966325
ACOX2	264.913	221.922	331.106	95.9416	243.253	300.017	169.275	295.631	335.916	259.106	197.098	303.09	343.058	368.049	252.444	267.426	169.461	319.688	533.387	650.763	367.684
ACOX3	140.63315	138.7835	187.5575	182.552	260.3555	143.549	203.5545	207.725	166.391	124.889	148.022	130.431	137.0426	185.99	133.05485	140.0757	196.32625	148.78345	140.9195	123.3615	128.33215
ACOXL	7.14297	0.995547	1.56442	7.73428	31.7358	3.41046	3.453	6.14702	24.9908	9.54912	7.48872	2.83119	4.29242	1.4208	3.36193	4.94882	1.87742	2.56755	40.6784	4.26538	3.33961
ACP1	655.769	752.631566666667	816.598333333333	796.049666666667	672.035433333333	687.595666666667	607.682666666667	598.665933333333	670.739666666667	714.054	1018.04233333333	798.112666666667	773.899666666667	735.600333333333	681.510666666667	597.365333333333	887.877	593.240333333333	621.615333333333	660.800666666667	604.713
ACP2	664.133	1774.04	942.356	738.765	2151.5	1163.77	1262.47	1773.05	867.175	1299.7	1380.61	1427.11	1286.28	887.347	1582.88	1535.83	716.974	1516.43	1136.05	1214.39	918.143
ACP5	2168.26	2126.9	672.259	506.485	917.517	1597.44	900.912	1321.37	1293.96	1573.98	1788.34	1657.25	2158.89	1029.73	2459.55	1784.83	366.109	3034.19	2539.03	2262.31	2436.95
ACP6	396.898	419.807	534.234	286.372	456.193	411.135	309.28	337.597	457.925	298.112	265.119	314.121	372.728	311.168	306.773	232.898	166.803	181.48	373.444	298.654	398.349
ACPP	89.0281	98.8269	63.421	160.254	182.479	70.3598	80.0548	59.4909	16.2034	97.874	33.8997	108.915	86.3627	78.5955	131.168	120.137	82.7258	48.1607	111.023	118.57	95.5324
